,data_comment,data_relay,data_support,data_text,data_time
14,4,转发,8,要用起来哦,8月1日 18:30
15,109,3,149,早餐，肉夹馍，蒸南瓜，拌秋葵，乌梅凉粥，黄油桃。 肉夹馍除了在做的时候弟弟和姐姐就拿走吃的三个，我们一家竟然一顿早餐吃了10个肉夹馍，当然咱的饼可能比外面的小点，肉稍微少一点，但是当我发现抢到最后一个的时候真是服了，弟弟一个小人吃了三个姐姐吃了三个，我跟他爸只吃到了两 ...展开全文c,8月1日 10:07
16,32,1,29,"#开心一刻#老公你把充电器递给我一下……涵涵你把充电器给爸爸拿过来……弟弟你把充电器拿过来给姐姐
然后绕了一圈终于到我手里了",7月31日 23:16
17,87,1,100,#日常#7月就在这些零碎的小片段中度过,7月31日 13:41
18,16,转发,11,哇看的我都馋了,7月31日 13:06
19,60,转发,54,"#家有熊孩儿#今天晚上带姐弟俩洗澡弟弟在浴室疯玩，最后玩了个邪乎的从马桶上往下滑。姐姐还专门给他讲了危险性（姐姐小时候也这么玩结果磕了后脑勺好大一个包）。我又吓唬了吓唬他，总算老实了。
没想到过了一会姐姐在洗头，我正好洗脸水都没有看弟弟，他又开始滑。“咣”一声，瞬间弟弟捂着脑袋 ...展开全文c",7月30日 23:57
20,5,转发,2,恭喜@青涩LM0N 1名用户获得【小电风扇一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月30日 21:47
21,44,3,103,"周末伙食，红烧肉烧豆干，酸菜鱼，拌菜丝，素炒茄丝，杂粮饭。最近弟弟吃的饭是全家最多的，当然我们四口用的都是小碗,我和涵爸不想多吃，结果弟弟碗里的饭就成了最多的。每次他都很认真的吃，经常吃着吃着我们三个就都看着他吃，感觉他吃饭香的不得了。弟弟也总不负众望总是第一个吃完饭并且吃的特别 ...展开全文c",7月30日 17:29
22,66,转发,104,周末🏻🏻🏻🏻🏡🏻‍♀️,7月29日 19:00
23,13,2,8,恭喜@喻言家 1名用户获得【摩飞果汁机一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月28日 21:03
24,156,12,292,给你们讲个笑话啊，这个暑假我们原本是计划去日本的，因为签证时间的问题还有某人根本不想去的原因作祟，最终也没去成。然后我们改成去上海玩迪士尼，结果因为天气暴热又不去了，我们又改成附近的南戴河。昨天采购完吃的，收拾好衣服，突然想想她俩不就是想玩沙子嘛，干嘛要开300多公里去呢，直接附近 ...展开全文c,7月28日 11:54
25,9,转发,9,减肥开始后，晚上的时间都用来运动了，很少有时间做面包了。今天休息一天，在家做面包，也备点低脂主食。第一次做贝果，还算成功，起码没裂开，没皱皮。用的@百合雨儿  的方子，全麦粉替换了黑麦粉，橄榄油替换了黄油，还加了一发的步骤。,7月27日 21:39
26,25,转发,8,尝了吗？可否喜欢,7月27日 19:06
27,8,4,13,刚接到商家通知，图9的电风扇可以开 团了，等我下周回来团 价99,7月27日 17:49
28,92,4,62,"最近有点放飞自我，事实证明一胖毁所有。
无论是明星还是普通人，胖了不仅身体不健康，人还显得又老又难看。
套用薇姐的话说，我不是易胖体质，我是吃的比常人多

这个夏天因为太热，我不仅没瘦又胖回几斤，要开始新一轮的减肥了[加油]今年我减不下去就不活了",7月26日 21:37
29,4142,19457,29621,其实，我就是这样,7月23日 22:06
30,48,1,93,早餐，肉包子，月饼，紫米荞麦粥，盐鸭蛋，酱黄瓜，泡菜。 吃到了@殿殿and麦田 做的四味月饼，每个味道都好吃，尤其最爱抹茶味,7月26日 09:53
31,29,转发,62,我们新世纪品种的采摘基地，被当地镇政府选为标杆果园了，华西都市报现在正在采访，拍摄！,+关注
32,202,349,57,"你们等的多士炉团 购来啦，具体介绍在图️
方式是报暗号“百合雨儿”，店 铺我放评论中。
价格是1080，关 注我+转 发，7月30抽 奖送 图️

这款小巧的多士炉更适合平时不常用大烤箱烘焙，并且上班没时间做饭的人群。它不用预热的技术，可以大大减少你们做各种美食的节奏。

本款烤箱不适合烤面 ...展开全文c",7月25日 09:12
33,1,1,1,8月课程马上就要开始啦,7月24日 20:59
34,29,41,118,about green本想整理橙色，怕给大家热到！夏日夜晚，祝你凉快,7月24日 20:26
35,33,1,101,"最近得了一种严重疾病，名叫“拖延症”，已到了无药可救的地步怎么办
谁来救救我！
天天一登陆微信就是各种留言，我欠的菜谱好像越来越多，还债的路越走越远……（P:目前的微信号已经加满，很抱歉没办法再加了。）
未来一段会很忙碌谁说家庭主妇没工作的",7月24日 18:52
36,59,1,35,差点忘记说了，明天上午十点少量上 架。本来买了上百多个瓶子，还有包装 箱。醋啊，糖啊，盐啊也买了好多，准备好好做一批尽量让你们都买到。结果辣椒，辣椒竟然没有卖的我一周内天天去菜市场，被告知因为太贵所以一直没进货。那就什么时候买到什么时候做也谢谢大家这么喜欢吃,7月24日 16:41
37,70,167,15,购买新世纪的小伙伴也有福利，看完下图内容，转吧！,+关注
38,79,2,93,新周早餐，烙饼，清炒小油菜，醋泡黑豆，鸡心黄皮果，番茄蛋花汤。 今天番茄蛋花汤做的特别好喝，弟弟一个人就喝两大碗，然后每个人喝汤的时候都会说一句真好喝，每次被他们夸奖还是超级开心的。鸡心黄皮果是第一次吃，上上周正好肠胃不好的时候看到@kiki的DIY美食 发的图一下就被吸引了，酸酸 ...展开全文c,7月24日 09:23
39,202,410,63,果汁机第五 团啦！最近问我的人又很多，所以再开一次。转 发并关注我，7月28号抽 一台送。抽中购 买者，免 单！屏蔽链   接我会发评论中。 也谢谢大家这么信任和喜欢,7月23日 13:19
40,63,1,107,其实我们涵涵小时候还是蛮漂亮的，就是上学后有点胖有点长列巴了，不过今年好像又长回来了,7月22日 13:18
41,35,1,91,图️，她7岁他1岁。图️️，她8岁，他2岁。图️，她9岁，他3岁。图️，她10岁，他4岁。图️️️，她10岁，他4岁。,7月22日 13:12
42,37,3,116,翻看她俩的照片特别感慨，一年一年两个人就这么长大了，在一起的照片还是拍的太少太少。有些照片现在回头来看，拍的是真不怎么样，但是记录本身就是最后意义的。爱你们，等你们俩长大了一起看,7月22日 13:00
43,1,转发,31,看电影，其实我只是想发第一张,7月21日 20:36
,data_comment,data_relay,data_support,data_text,data_time
0,492,666,788,"置顶 猫宁ing~~
柴犬面包配方整理好了~

视频做了好多天，
大家久等啦~
此配方可以做12个柴犬包，
操作蛮简单的，...展开全文c",6月13日 08:36
1,18,7,52,"步骤图~心形夹心吐司汉堡的~
六色戚风蛋糕切成和吐司片一样薄厚的蛋糕片，
然后用大小两种心形模具凹造型就可以了~",今天 08:04
2,347,11,215,"周五啦O(∩_∩)O~

这两天又开始炎热起来，
继续蒸桑拿的三伏天
早上起来做了两碗烧仙草，
搭配心形夹心吐司汉堡，
还捏了两只小饭团，...展开全文c",8月4日 09:14
3,273,325,362,"周四早呀~
新整理了配方，
抹茶旋风吐司夹心蛋糕，
名字好长
也可以叫它绿钻吐司，
黑钻吐司的升级版~
名字无所谓啦，...展开全文c",8月3日 08:01
4,327,23,217,"猫宁ing
绿色系美味~
抹茶戚风双拼吐司，
(´･･`)我也不知道起什么名字啦，
里面一圈圈的是面包，
外面绿色的是抹茶戚风，
面包蛋糕的双重口感~...展开全文c",8月1日 08:27
5,507,32,344,"新周早安~~
早餐
新尝试的彩虹戚风，
还有杂蔬炒彩虹意面，
搭配无花果，
抹茶豆浆~
红色→红曲粉...展开全文c",7月31日 09:01
6,322,15,198,"早呀~
好几天没见的早餐
黑芝麻面包卷，
咖啡，
樱花寿司，
椰子汁，
凉拌菜~...展开全文c",7月28日 08:20
7,470,866,2939,#二次元动图#希望夏天的你除了有我还有：,+关注
8,1522,17,46,紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:19
9,167,13,30,真紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:05
10,332,332,472,"早呀
真紫薯面包的配方整理好了
低油低糖比较健康的一款，
建议多看两遍做到胸有成竹了再开动~
这个星期天23日晚8点直播这款面包，
有时间的一起来玩吧，
有礼物送~...展开全文c",7月21日 07:51
11,314,8,168,"猫宁ing~
早餐用梅花吐司做了牛油果三明治，
炒彩虹果蔬空心面，
搭配酸梅汤，
小西红柿~
吃饱饱出门上班啦...展开全文c",7月20日 08:52
12,302,20,190,"早呀~
西瓜吐司/
田园南瓜饭/
酸梅汤~
现在的小南瓜很甜很面，
挖一勺炒饭，
再挖一勺南瓜，...展开全文c",7月19日 08:19
13,331,15,218,"早安~~
熊猫蛋糕卷/
酸梅汤/
白灼芥蓝/
南瓜粥/
橙子/
葡萄~...展开全文c",7月18日 08:16
14,420,42,326,"昨夜下了一场雨，
连续几天的高温终于降下来了
凉爽又舒适的清晨~早安呀~
早餐在吐司上作了几幅小画，
彩绘水果吐司，
能看出来都是什么吗
还捏了两个小鸡造型牛肉汉堡，...展开全文c",7月14日 08:09
15,153,138,149,"大白枣泥面包~
配方整理好了
夏天揉面一定要注意温度，
面团28度就开始发酵了，
我都是开着空调揉的
如果觉得面团温度高了，
可以先盖保鲜膜放冰箱冷藏一会再揉~...展开全文c",7月13日 08:06
16,30937,24034,133614,O“蓝色钱江6•22火灾案”遇难者家属 发愿筹建“潼... 2杭州·绿城蓝色钱江,7月12日 18:45
17,467,8,74,悄悄的问一句，近期有需要买海氏hm770厨师机和c40烤箱的吗🙋🏻可以申请到粉丝专享优惠，史上最低价,7月12日 21:21
18,293,81,519,那些蔬菜和水果~🍠🍄,7月11日 12:34
19,470,15,291,"新尝试的紫薯造型面包~
从里到外都是紫薯做哒
低油低糖~
好像生紫薯摆上来一样，
不提前说明的话，
会很有趣吧
早餐...展开全文c",7月11日 08:30
20,257,10,211,新周早安~~,7月10日 08:27
21,290,365,507,"一些有趣的蛋糕切面~

*西瓜蛋糕  O网页链接

*抹茶旋风蛋糕卷  O网页链接
直播 O网页链接
...展开全文c",7月7日 08:27
22,278,14,201,"(づ●─●)づ (●––●)
早~~
大白枣泥面包/
火龙果思慕雪/
五彩葱油面/
核桃/
今天的蔬菜藏在面里~...展开全文c",7月6日 08:18
23,5,9667,40789,"别随性的想把兴趣变成职业。
只是兴趣的时候,不需要任何人点头。你爱怎么唱歌,煮菜、爱怎么设计你家,或投资股票,都是你自己的事。
一旦把兴趣变成职业,就需要遭遇的每个人点头。兴趣变成了任务,花园变成了战场。
与其做喜欢的事,不如做擅长的事。
留着花园种花吧。【 康永 ~ 给残酷社会的善意短信 】",6月30日 14:05
24,321,17,206,"早
说好的雨终于下了，
驱走了些许炎热，
太喜欢雨后清晨的清新舒适感了~
夏日里的早餐，
吃的越来越早，
也越来越少...展开全文c",7月4日 08:11
25,402,96,216,"周一早呀~~
香脆芝士馒头/
紫米粥/
咸鸭蛋/
玉米面窝头/
抹茶豆浆/
搭配核桃/...展开全文c",7月3日 08:16
26,436,11,117,大白(●––●)枣泥面包#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月2日 15:02
27,342,7,140,大白(●––●)枣泥面包#慧绘的美丽生活#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月2日 13:06
28,5607,7592,23135,直到上个月，才确信，真的会有这张唱片。从最初开始梦想着拥有她，到现在，开始为她寻找一张图片，十几年就过去了。我想，这一定是我一生中最困惑最艰难的十几年。在最初的浑浑噩噩的那段时间，我什么都没有，哪怕一个音符。我无法面对那样一个自己，只能靠赚钱与寻欢作乐来忘记她。那时，我还算年轻， ...展开全文c,4月29日 13:51
29,391,1491,1367,"早呀~
黑钻吐司的配方整理好了~
可可味的蛋糕包裹着香软的面包，
一口吃下去，
双重享受~
此配方为2个450g吐司的量，
可以减半操作~...展开全文c",6月30日 08:08
30,212,248,296,"双色蔬菜凉皮配方来了~
炎炎夏日自然要用简易法，
不用洗面，
很快就能吃上的美味~
用高筋粉制作的，
如果家里没有，
用普通中筋粉也可以，...展开全文c",6月29日 08:33
31,343,12,217,"猫宁ing~~

周三早餐
红豆酒酿小圆子，
葱花鸡蛋摊咸食，
还有周末做的黑钻吐司，
搭配杨梅汤，...展开全文c",6月28日 08:24
32,320,23,213,"早安~~
今天吃生煎菠菜饺，
烤蓑衣土豆，
绿豆粥，
搭配杨梅柠檬水，
樱桃~
蓑衣土豆和蓑衣黄瓜切法一样，...展开全文c",6月27日 08:25
33,313,27,156,馒头揉面#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,6月25日 17:18
34,1663,22,240,黑钻吐司#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,6月24日 20:01
35,250,32,197,"一晃又周五啦~
一直在下雨，
这种天气实在是适合在家里睡觉呀，
再坚持一天~
早餐做了无油低糖的双色玉米华夫饼，
搭配核桃藕粉，
还有甜糯的黑玉米，...展开全文c",6月23日 08:27
36,236,300,283,"图文版配方整理好了
大理石纹酸奶慕斯~
每个人都可以做出独一无二的纹理~
不喜欢甜的可以不加糖，
直接搅打奶油奶酪就行~
没有朗姆酒也可以不加，
但是没有奶油奶酪不行~~...展开全文c",6月22日 10:19
37,308,19,228,"夏至
早安~
早餐做了三色凉皮，
桂花糯米藕，
酸梅汤，
还有红提做的小兔子~
天气越来越热了，...展开全文c",6月21日 09:21
38,355,152,259,"早安~
早餐/
无油低糖版绿豆糕/
全麦面包/
蔬菜沙拉/
大理石纹慕斯蛋糕/
草莓奶昔/...展开全文c",6月20日 08:23
39,605,4227,4184,"属于夏天的清爽慕斯蛋糕~
大理石纹酸奶慕斯
每切一块都能得到不同的纹理~
不用烤箱就能做,
简单快手~
这次减了糖量，
也没有用饼干＋黄油做底，...展开全文c",6月19日 07:50
40,1,转发,2,"酒时浪3.0认认真真的更新了一版厉害的首页🏻觉得自己好棒棒哦🏻🏻
然后是马上要🔚#周五酒局# [奸笑]这次彩蛋有点萌😎😅😕",6月9日 23:39
41,409,27,215,"早呀~
某一天的下午茶~
大理石纹酸奶慕斯&有爱之岛天然甜酒&铂芳桃红起泡酒~
新尝试的一款切开有惊喜的蛋糕
不用烤箱就能做，
很适合夏天呢~~
比起来其他厚重的甜芝士蛋糕，...展开全文c",6月16日 08:02
42,263,393,371,"柴犬面包文字版配方~
方便不好看视频的宝宝们~
再发一份图文版的
看好多人已经实践了，
发现这个面包很容易做成熊宝宝，
一定要注意耳朵的形状→三角形△
还有眼睛的大小和位置~...展开全文c",6月15日 07:45
43,429,1012,684,"心形夹心蛋糕的做法整理好了~
被问过最多次的一款生日蛋糕，
切开有惊喜系列
分享给大家~

蛋糕分三部分制作，
巧克力海绵蛋糕＋草莓慕斯＋巧克力甘纳许，...展开全文c",6月9日 08:05
,data_comment,data_relay,data_support,data_text,data_time
0,20862,47594,110085,"置顶 【牛肉面】它被很多人叫错为兰州拉面。牛肉面是我的人生菜单，代表着我在西北最好的一段时光。这是我爸做的家常版，也是我心目中最好的版本。希望能被看完
#一日一食一记# L日食记的秒拍视频",6月14日 21:44
1,968,4095,1023,"【早餐合集】周末别睡了，早饭多好吃啊 #一日一食一记#
【鸡蛋卷饼】L日食记的秒拍视频
【亲子三明治】O网页链接
【粢饭糕 x 溏心蛋】L日食记的秒拍视频
【爆浆吐司卷】O网页链接",8月4日 21:36
2,4315,15506,38649,"【芒果白雪黑糯米甜甜】就是软糯清甜本人
我女同事们一看到它都跟疯了一样，奶白的碎冰和芒果的微酸渗进黑糯米，可以说是夏日最佳了！
#一日一食一记# L日食记的秒拍视频",8月3日 20:50
3,321,414,2512,"小时侯，有个在街角催我好好吃饭的陌生人……
#一起来听饭# L姜老刀的秒拍视频
想戴着耳机边睡边听，戳网易云️O网页链接",8月2日 22:00
4,1656,307,8345,下午茶都吃的啥 #一日一食一记#,8月3日 15:57
5,172,37,402,"诚招铲屎官！来跟我们一起吃饭拍片撸猫吧！
简历投至→Job@canbox.tv",8月3日 14:06
6,8554,19151,41296,"【手抓饼】有多好吃？在学校门口买手抓饼，回寝室前必须吃完，要不就得给每个室友都带一个，不然就等着被围攻吧
#一日一食一记# L日食记的秒拍视频
N【日食记x永璞】新品 | 冷萃咖啡液2袋 原创CO...",7月31日 21:09
7,280,842,1023,恭喜@暴雨中de梧桐 等3名用户获得【现金233】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月31日 14:22
8,213,951,1023,夏天正需要这个,7月28日 23:26
9,1214,3030,8060,【芝士火鸡面】每次做这个都恨不得自己独吞，最后三张gif是拉丝三连击，别说我没提醒你 #一日一食一记#,7月28日 20:59
10,243,235,1842,恭喜@青争青争早日瘦下来变成静静 等3名用户获得【不粘锅】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月28日 14:20
11,2879,11382,16819,"用软木做的【仙人掌杯垫】，夏天喝冰水再也不怕桌子沾到水渍了，不用的时候还能变身小清新装饰
手作@考拉koala-J 摄影@鹿子先森Hugsy
#做个东西# L做个东西的秒拍视频",7月27日 21:52
12,1462,4204,9136,这次视频是我手机拍的，用的VUE app ，其实它刚出我就开始用了，下载戳→O网页链接，加上我的同款贴纸并@日食记 来交作业吧！转发的粉丝中抽三位233元，下周一@微博抽奖平台 开奖,7月27日 21:00
13,1023,4095,1023,"【芝士火鸡面】泡面+芝士+泡菜，这个组合光是看着就知道有多好吃，恨不得整盘独吞。没惊动任何人自己在公司做了一份，所以视频也是我用手机拍的，全是特写，馋不死你
#一日一食一记# L姜老刀的秒拍视频",7月27日 20:37
14,1527,5305,9540,"【夏日宵夜合集】夏天不吃宵夜还怎么活？整理了之前做过的几种，晚上也不给你肚子放假 #一日一食一记#
【花甲粉】L日食记的秒拍视频
【盐酥鸡x花枝丸】O网页链接
【螺蛳粉】L日食记的秒拍视频
【冒菜】O网页链接
【酸辣粉】O网页链接",7月26日 22:24
15,1523,7947,6826,这是我朋友的外甥女，家里特别着急，帮扩，希望姑娘平安,7月26日 20:02
16,337,520,4266,这么热的天还在上班的，是真的缺钱 ！ #酥饼君的日常# L酥饼大人的秒拍视频,7月26日 15:25
