,data_comment,data_relay,data_support,data_text,data_time
30,107,3,149,#七夕快乐#早餐，猪肉大葱包子，玉米南瓜粥，拌黄瓜丝，无花果。凉快的清晨，大家都睡了个舒服的觉，起来又能量满满了。早晨买菜时候，店里老板问我今天怎么过七夕呀！我才知道今天是七夕，没有什么特别的想法，还是照常吃吃喝喝 不过还是要祝你们七夕快乐呦[牛郎][织女],8月28日 11:39
31,46,转发,59,"马上就要到北京了，所有的厚衣服已经换上（包邮区的同学们让你们羡慕一下，我们终于不用热成狗）。
这次我们两个旅行箱两个背包，尽管是夏天可孩子们的衣服加上游泳的装备基本就都满了。带着孩子最麻烦的就是要在有限的空间内带上你能考虑到她们可能会需要穿的各种衣服。
这次出行给自己点个赞，他 ...展开全文c",8月27日 21:26
32,48,转发,75,我们终于出发回北京了，你们包邮区真的太太太太太热啦 听说我们大北京今天下雨还超级凉爽说实话这次没玩累，而是被晒累热懵的 孩子都还好，比想象的乐观和体力好,8月27日 16:07
33,115,30,1178,一组来自南浔古镇的游客照,8月27日 10:53
34,24,21,97,"#南浔古镇#早晨的南浔古镇好美啊， 建议你们6点多去，特别安静人特别少。先去百间楼，那里都是民居很原生态，没有商业，清晨坐在长廊上吹着小风舒服极了。赶在8点收门票前再去南边的稍微繁华的街看看，上午就可以走人了。因为游客一多，小镇就一点感觉都没有了。
我的一家四口游记到这里就结束了 ...展开全文c",8月27日 09:34
35,39,4,98,#清晨的南浔古镇# 一早起来，走在没有游客的南浔古镇甚是舒服，小镇安静古朴太喜欢了。这就是我眼中的江南水乡古镇，一早在河边洗衣服的阿婆，坐在那里吃饭的居民，好不惬意的小镇生活。,8月27日 07:35
36,19,1,53,#江南古镇南浔# 下午开车从莫干山出发到古镇南浔，全部安顿好已经接近傍晚。走着走着天色渐晚，随着夜幕的降临，南浔古镇更加美了。跟小朋友一起逛逛小店，姐姐买了漂亮的紫檀书签送给同学。本来还想拍拍夜景的百间楼但是孩子们实在走不动了，所以打算明天一早去看看清晨的南浔。,8月26日 20:19
37,37,转发,78,一个下着雨慵懒的周末，终于凉快了。躺在房间床上看着窗外的竹林，好想继续慵懒的生活在这里呀,8月26日 11:21
38,55,2,78,"昨晚上就开始下雨，天是终于凉快了，可是雨却越下越大吃完早饭孩子们也不能游泳了，只好在泳池边上玩桌球。我坐在那里看着山发呆……
山里下雨时候的空气是真好，太爱这种慢生活了。
只可惜我们一会就要离开了，好舍不得",8月26日 09:26
39,45,2,59,#莫干山民宿# 今天晚饭依然是4菜一汤，吃完了去跟涵爸带着孩子们在村子里溜达了一圈，这里超级安静。在一个小店里买了两样竹子做的舀酒的还有一个简单竹子做的杯子。出门时候涵爸让我带上雨伞，我还说怎么可能这么巧下雨，结果刚出去就下雨piapia打脸,8月25日 21:34
40,52,46,169,"#莫干山民宿# 真心推荐给你们这家民宿，1.老板非常热情。2.民宿就在莫干山脚下。3.民宿本身很舒服，住久了会发现每个角度都非常美。4.在这附近的民宿除了环境特别好的，这家算不错的而且价位也不是很贵。
傍晚涵爸发现这家民宿还有天台，上来一看非常棒。坐在这里就这么静静地发呆突然有点感动。青山下 ...展开全文c",8月25日 17:40
41,24,转发,84,我们正式开始了休假模式，在莫干山脚下，陪着孩子们一起游泳，享受慢生活。老板人很好还给我们拿来了果盘。涵爸忙完了工作也加入我们的悠闲生活,8月25日 15:30
42,11,转发,45,"#莫干山风景区# 大坑景区玩完已经很热了，两个孩子虽然没闹也没说什么，但真的不忍心再带着她俩“受罪”了。我们一路开车往山下走，路过景点（其实就是些建筑）拍拍照，最后开到毛主席下榻的地方看了看。全部看完正好12点，再往后真的没办法停留了，我们决定回民宿。
临走的时候拍的最后一张图就是图9 ...展开全文c",8月25日 14:35
,data_comment,data_relay,data_support,data_text,data_time
0,329,813,89,置顶 最近经常被问厨师机还有团购没，为大家又争取了一次，我一直在用的hm770厨师机，日常价1680，现1380送绞肉机配件；c40高颜值烤箱日常499，现439赠高速打蛋器+月饼模具；大容量60L烤箱60sf日常1280，现1000带赠品~机会不多，购买lian接见评论，限今明两天~~~转发并@1位好友，即有机会获得Dansk珐琅锅1个 ...展开全文c,9月19日 10:05
1,199,197,288,"蓝天白云馒头配方
做了三次之后的经验总结~
用面条机辅助操作的，
如果看图不太懂，
可以看我明天的直播~
没有机器的，
也可以做，...展开全文c",今天 08:39
2,19,25,30,每次选礼物都选很久呀，希望能感受到我的小心意~💖,9月19日 11:15
3,382,19,242,"新周早安~~
早餐炒了干锅菜花，
炖了白菜豆腐汤，
还有两种花纹的馒头，
搭配桔子，
猕猴桃~
周末又试了两次蓝天白云馒头，...展开全文c",9月18日 08:26
4,367,29,247,"周五啦O(∩_∩)O
早餐~
做了魔芋炒鲜虾，
蓝天白云馒头，
香肠面包卷，
紫米燕麦粥，
搭配草莓~~...展开全文c",9月15日 09:59
5,58,37,49,抹茶蛋黄酥直播~搜不到的看这里啦🙋🏻,9月14日 20:23
6,29,37,43,馒头揉面直播在这里~不要再问我啦,9月14日 20:18
7,192,9,153,"早~~
再忙也要好好吃早饭~
用美食调味生活
早餐吃黑麦蔓越莓核桃软欧包，  
心形棒棒糖戚风蛋糕，
搭配圣女果，
火龙果奶昔~...展开全文c",9月14日 08:21
8,205,7,132,"分享一只给自己加戏的小茶壶
嗯٩(•̤̀ᵕ•̤́๑)ᵒᵏ
以后就当瓶子用了~
早啊(●◡●)ﾉ
魔芋红烧肉，
燕麦糙米饭，
奶牛戚风，...展开全文c",9月13日 08:33
9,171,275,352,"早呀~~
来自一只小花猪的问候
小猪戚风配方整理好了~
可爱的猪哼哼，
看着它就觉得莫名的开心O(∩_∩)O~~
鼻子下面的一块黑色花纹好像笑起来的嘴巴
#不可辜负的美食# ...展开全文c",9月12日 09:29
10,367,18,250,"新周好呀~
早安
早餐
小猪戚风，
彩虹绿豆糕~
搭配椰子汁，
猕猴桃~...展开全文c",9月11日 10:15
11,259,147,210,"猫宁ing

又到周五啦，
开心~
小刺猬的做法整理好了，
转需~
出门上班啦~...展开全文c",9月8日 09:11
12,272,14,175,"今天吃黑芝麻味滴龙猫(*ฅ́˘ฅ̀*)♡
周四早呀~
龙猫馒头，
还有美味的烤锅，
搭配羊蝎子汤做的部队锅，
柠檬金桔茶~
感觉黑芝麻加多了，...展开全文c",9月7日 09:15
13,871,7957,5632,"萌萌合集（三）
①小猪馒头 做法：O网页链接
②小鸡馒头 做法：O网页链接
③柴犬面包 做法：O网页链接
④米奇馒头 做法：O网页链接
⑤熊猫马卡龙 做法：O网页链接
⑥龙猫豆沙包 做法：O网页链接 ...展开全文c",9月5日 15:16
14,315,20,230,"早呀~
小刺猬豆沙包/
南瓜粥/
干锅菜花/
青提/
玫瑰香葡萄~
新周好...展开全文c",9月4日 09:26
15,106,103,13,非常想🙋🏻🙋🏻一起去泰国旅游吧~喝国宝级纯天然果汁，赢泰国游机票~好运~#喝玛丽赢泰国游机票#,9月2日 10:40
16,319,15,213,"早安九月啦~
早餐做了紫薯粥、凉拌菜，
三色玛德琳，
泡了玫瑰花茶，
还有提前做好的玫瑰花果冻~
搭配无花果＋巴旦木~
@洛施花舍玫瑰花茶-linda ...展开全文c",9月1日 08:50
17,427,15,259,"⛅一夜入秋，天气忽然就转凉了，
早上吃点暖和的~
西红柿鸡蛋蔬菜面，
换了种做法的彩虹蛋糕，
无花果＋奶茶
手腕得了腱鞘炎，
以前大拇指也得过，...展开全文c",8月30日 09:50
18,247,19,240,早呀(*ฅ́˘ฅ̀*) 七夕快乐💖~,8月28日 09:59
19,310,59,216,"最近经常有人问我北鼎烤箱的使用感觉，算了下，用北鼎烤箱已经8个月有余了，从第一次见到被它的颜值所吸引，到现在用它做过了各种与烤箱有关的美味，可以说也积累了许多的经验和心得体会，写下来供大家参考，有需要的可以看看，避免少走很多弯路吧~
从2013年底开始接触烘焙，三年多来它已经升级为我的 ...展开全文c",8月24日 08:58
20,274,27,374,某人给做的彩虹蛋糕专用隔板,8月23日 22:25
21,289,404,415,"送你一片蓝天白云~~
蓝天白云戚风的方子整理好了
比起来彩虹戚风省事多了，
也是无色素版，
烤的时候注意观察上色，
不要烤焦~
蝶豆花粉前面分享过，...展开全文c",8月22日 10:25
22,580,1660,1769,"早呀~~
彩虹戚风配方整理好了~
无色素版
三年前做过一次色素版的彩虹蛋糕，
那个时候就说想要做一次无色素的，
隔了这么久，终于实现啦~
我知道免费的文章容易让人不珍惜，...展开全文c",8月18日 09:56
23,254,319,307,"多啦a胖的方子~
我更喜欢叫它蓝胖胖
恩~机器猫豆沙包~正经脸.jpg
图中的铜锣烧可以搜松饼，
我也发过配方，
两个松饼合到一起，
中间夹上豆沙馅，...展开全文c",8月17日 10:08
24,362,27,228,"彩虹蛋糕~
又做了一次，
这次蓝色是用蝶豆花粉尝试的，
感觉颜色还挺满意的，
红曲粉上色重，
这次减少了量~
等我详细的配方吧...展开全文c",8月16日 08:49
25,371,32,287,"哆啦a梦先吃
机器猫豆沙包，
还有蓝胖胖最爱的铜锣烧~
搭配香蕉，
蓝莓，
咖啡~
周一早呀~~...展开全文c",8月14日 08:39
26,218,362,352,"呆萌的龙猫家族豆沙包配方来啦~
精心整理了几个小时
想着赶在周末前写出来~
想说的都在方子里了，
建议仔细看两遍再做~~
这个量有点大，
可以自行调整，...展开全文c",8月11日 09:14
27,370,20,179,"早呀
周四简单食~
蓝天白云戚风蛋糕/
咖啡/
蔬菜沙拉/
山竹/
戚风的蓝色是蝶豆花粉调出来的~...展开全文c",8月10日 09:38
28,332,27,317,"周二早餐~
龙猫家族豆沙包/
煮彩蔬挂面/
搭配香蕉豆奶/
无花果/
#不可辜负的美食# ...展开全文c",8月8日 09:14
29,126,43,199,"步骤图~心形夹心吐司汉堡的~
六色戚风蛋糕切成和吐司片一样薄厚的蛋糕片，
然后用大小两种心形模具凹造型就可以了~",8月7日 08:04
30,369,17,248,"周五啦O(∩_∩)O~

这两天又开始炎热起来，
继续蒸桑拿的三伏天
早上起来做了两碗烧仙草，
搭配心形夹心吐司汉堡，
还捏了两只小饭团，...展开全文c",8月4日 09:14
31,321,458,437,"周四早呀~
新整理了配方，
抹茶旋风吐司夹心蛋糕，
名字好长
也可以叫它绿钻吐司，
黑钻吐司的升级版~
名字无所谓啦，...展开全文c",8月3日 08:01
32,333,28,237,"猫宁ing
绿色系美味~
抹茶戚风双拼吐司，
(´･･`)我也不知道起什么名字啦，
里面一圈圈的是面包，
外面绿色的是抹茶戚风，
面包蛋糕的双重口感~...展开全文c",8月1日 08:27
33,525,37,370,"新周早安~~
早餐
新尝试的彩虹戚风，
还有杂蔬炒彩虹意面，
搭配无花果，
抹茶豆浆~
红色→红曲粉...展开全文c",7月31日 09:01
34,334,16,215,"早呀~
好几天没见的早餐
黑芝麻面包卷，
咖啡，
樱花寿司，
椰子汁，
凉拌菜~...展开全文c",7月28日 08:20
35,1523,20,56,紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,7月23日 20:19
36,167,15,36,真紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,7月23日 20:05
37,345,397,518,"早呀
真紫薯面包的配方整理好了
低油低糖比较健康的一款，
建议多看两遍做到胸有成竹了再开动~
这个星期天23日晚8点直播这款面包，
有时间的一起来玩吧，
有礼物送~...展开全文c",7月21日 07:51
38,330,10,182,"猫宁ing~
早餐用梅花吐司做了牛油果三明治，
炒彩虹果蔬空心面，
搭配酸梅汤，
小西红柿~
吃饱饱出门上班啦...展开全文c",7月20日 08:52
39,308,26,208,"早呀~
西瓜吐司/
田园南瓜饭/
酸梅汤~
现在的小南瓜很甜很面，
挖一勺炒饭，
再挖一勺南瓜，...展开全文c",7月19日 08:19
40,334,18,232,"早安~~
熊猫蛋糕卷/
酸梅汤/
白灼芥蓝/
南瓜粥/
橙子/
葡萄~...展开全文c",7月18日 08:16
41,420,47,345,"昨夜下了一场雨，
连续几天的高温终于降下来了
凉爽又舒适的清晨~早安呀~
早餐在吐司上作了几幅小画，
彩绘水果吐司，
能看出来都是什么吗
还捏了两个小鸡造型牛肉汉堡，...展开全文c",7月14日 08:09
42,161,165,169,"大白枣泥面包~
配方整理好了
夏天揉面一定要注意温度，
面团28度就开始发酵了，
我都是开着空调揉的
如果觉得面团温度高了，
可以先盖保鲜膜放冰箱冷藏一会再揉~...展开全文c",7月13日 08:06
43,509,13,83,悄悄的问一句，近期有需要买海氏hm770厨师机和c40烤箱的吗🙋🏻可以申请到粉丝专享优惠，史上最低价,7月12日 21:21
,data_comment,data_relay,data_support,data_text,data_time
0,23496,51154,124344,"置顶 【牛肉面】它被很多人叫错为兰州拉面。牛肉面是我的人生菜单，代表着我在西北最好的一段时光。这是我爸做的家常版，也是我心目中最好的版本。希望能被看完
#一日一食一记# L日食记的秒拍视频",6月14日 21:44
1,2075,6545,13492,"【桂花酒酿圆子】桂花季又要来了，去年做的还记得不？朋友吃了后说从没吃过那么好吃的酒酿圆子。差别其实就是一罐糖桂花！在桂花开之前赶紧学起来吧
#一日一食一记# L日食记的秒拍视频",9月19日 20:59
2,250,516,1878,恭喜@3344556啊 1名用户获得【松下无轴搅拌原汁煲SR-G50P1】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月18日 13:15
3,6606,35380,18852,来抽个视频里的同款【松下无轴搅拌原汁煲SR-G50P1】吧！转发的粉丝中抽一位，下周一@微博抽奖平台 开奖！,9月15日 20:17
4,9090,61298,22555,"【无水红烧肉】是我最喜欢的一次红烧肉。瘦肉酥软入味，肥肉油而不腻，肉皮焦香有劲，没加一滴水，入口却能爆汁，简直了！
#一日一食一记# @鲜城 L日食记的秒拍视频",9月14日 20:41
5,4921,374,4791,夜宵时间唠嗑两句，你有过什么后悔的事吗？,9月13日 23:45
6,1517,187,6283,以后我不确定的观点，比如去寒和性寒之类，我不会说了，毕竟这方面我确实不专业另外，如果有小伙伴之前做了啤酒蒸蟹，觉得苦或不喜欢的，本周四结束之前私我吧，我让小管统计一下，送一份小礼物聊表心意。记得是私信，私信，私信……,9月13日 08:34
7,10948,3112,70475,既然做了“美食博主”，那……我就努力做得好一些吧,9月13日 02:35
8,234,1026,3607,暖黄色的秋天，晚安,9月12日 22:26
9,666,133,6900,最近拍的这支故事片快剪完了，等结束，我准备带工作室熊孩子们去秋游。据说秋天是最适合专心做事的季节，来说说你的计划,9月12日 21:34
10,579,3056,4427,别忙了，快吃晚饭去,9月12日 18:45
11,3077,319,7732,你不睡觉的刷微博，在想啥呢？,9月12日 00:38
12,11720,22602,33872,"【啤酒蒸大闸蟹】去年这口大闸蟹馋到今年，终于又能吃了。啤酒蒸过后腥味没了，蟹黄肥得流油，恨不得把蟹壳来回刮干净再舔三遍
#一日一食一记# @鲜城 L日食记的秒拍视频",9月11日 20:47
13,360,594,3956,周一下午提神专用叫声,9月11日 13:49
14,159,598,2019,恭喜@Celamo 1名用户获得【嘻哈基金1000元】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月11日 13:28
15,1580,6521,4782,这次视频中嘻哈毒太深了来抽个奖庆祝我喜欢的rapper都在四强！转发的粉丝中抽一位送嘻哈基金1000元，下周一@微博抽奖平台 开奖,9月7日 22:50
16,6161,23233,27749,"【锅巴洋芋】不知是谁发明了这么好吃的土豆做法？吃着就想来段RAP！所以这次视频一不小心做得画风有点清奇……
#一日一食一记# #中国有嘻哈# @鲜城 L日食记的秒拍视频",9月7日 21:36
17,802,3797,5954,图二不是特地挤的花，真的是手抖,9月5日 23:08
18,8748,77943,56503,"【茄汁油焖大虾】这是我最爱吃的虾的做法，剥两只虾就能下一整碗米饭，鲜到恨不得连壳也吞掉！
#一日一食一记# @鲜城",9月5日 20:17
19,973,673,13258,生活不止是眼前的苟且，还有猫和蟹黄,9月5日 16:11
20,115,281,1384,恭喜@莉_C 等10名用户获得【冷萃咖啡】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月5日 10:46
21,3762,6924,18458,"【焖肉面】我讨厌吃肥肉，但这块肉是我的最爱！肉码在面上时还是硬邦邦冻着的状态，把它埋在热腾腾的面条下面，等它慢慢变热变软时吃，入口即化
出镜@管家的日子
#一日一食一记# L日食记的秒拍视频
N【日食记x管家】深夜一碗面 手延素面",9月4日 20:59
22,158,506,2129,恭喜@王大扯扯扯 等3名用户获得【糖桂花】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月4日 14:08
23,794,4071,3138,做给你吃是不行了，送你糖桂花还是可以的转发的粉丝中选三位，送一罐糖桂花，下周一@微博抽奖平台 开奖！,9月1日 17:03
