,data_comment,data_relay,data_support,data_text,data_time
,data_comment,data_relay,data_support,data_text,data_time
0,31,2,68,"#关于双子座男生的日常#吃晚饭的时候逗弟弟问他最喜欢妈妈还是姐姐，弟弟小眯眯眼一笑，继续埋头吃饭，打死我也不回答你。
我跟他姐都太了解他这种不得罪人的性格。刚才我跟弟弟在客厅玩，问他我和姐姐他最喜欢谁，他毫不犹豫的说是我。然后去了姐姐房间姐姐问了同样问题，他又说最喜欢姐姐。
当然了对 ...展开全文c",9月5日 20:36
1,11,1,24,南瓜发糕已经更新在公 众 号了，等你们作业哦,9月5日 15:55
2,93,56,348,四人份早餐🏻 🥗🍈🍑🥒,9月5日 08:24
3,16,5,50,我们🏻也放学了,9月4日 17:46
4,38,转发,63,先放学的好处 某人正偷着乐呢,9月4日 16:19
5,62,1,102,"早餐，南瓜红枣发糕，炒小白菜＋胡萝卜，月饼，醪糟蛋花汤，枣。 新周好呀，讲个好玩的事，早晨开车送她俩，到了车位按了开锁，也听见车响了，可是怎么拉车门都拉不开。急的我啊，结果涵涵发现我拉的是跟我家这一模一样，停在我家车旁边的另一辆车
今天准备的早餐都是暖暖的，我 ...展开全文c",9月4日 08:44
6,2,1,7,一直都想买图5@游乐儿-雪 @烩烩小厨 @艾果果爱素素,9月3日 23:49
7,104,3,111,周末午餐，笋干红烧肉，排骨白菜炖粉条，蒜苔炒肉丝，西红柿炒鸡蛋，青梅酒。今天每个人点了一道自己喜欢的菜，大家吃的都很满足。感觉这一大天别的啥都没干，竟做饭了 早晨吃的戚风蛋糕，因为脱模脱残了所以我们就不拍照啦！青梅酒的杯子是@瑾然友叙杂货铺 家的，非常喜欢，晶莹剔透的。,9月3日 15:27
8,99,转发,98,#开学啦#高纤奶酪包，奇亚籽谷物酸奶，烤肠，蔬菜沙拉，黄桃罐头。 姐弟俩个今天都开学啦，给她俩做了爱吃的煎肠，和内容丰富的酸奶，麦片是@S素味平生S 珊珊做的四种的麦片，一人一个口味吃的超满足，里面还放了我提前泡好的奇亚籽。黄桃罐头是去年做的剩下的最后3瓶，怎么样保存的还不错吧 ...展开全文c,9月1日 08:50
9,133,3,126,"早餐，，厚蛋烧，西红柿秋葵汤，红心猕猴桃🥝 这几天看孝利家的民宿，被各种拌饭饭团馋的不行，早晨特意焖了一锅新米饭做饭团，太好吃了
@yaya小舍 家的红心猕猴桃是真甜啊，好吃😋
明天孩子们就开学了，一切又要恢复往日的繁忙想问你们最喜欢和期待看我家早餐的哪个部分，是孩 ...展开全文c",8月31日 08:25
10,61,2,129,#日常#孩子们去了姥姥家两天，我就懒洋洋的在家洗洗衣服，收拾收拾屋子，更多的时候都是在睡觉 下午把她们接回来顺便去采购一些吃的，逛逛花市，回来装点一下屋子。迎着夕阳，听着熟悉的老歌，生活就这样平淡中带着些小确幸，慢慢的度过......,8月30日 18:56
11,106,3,148,#七夕快乐#早餐，猪肉大葱包子，玉米南瓜粥，拌黄瓜丝，无花果。凉快的清晨，大家都睡了个舒服的觉，起来又能量满满了。早晨买菜时候，店里老板问我今天怎么过七夕呀！我才知道今天是七夕，没有什么特别的想法，还是照常吃吃喝喝 不过还是要祝你们七夕快乐呦,8月28日 11:39
12,46,转发,58,"马上就要到北京了，所有的厚衣服已经换上（包邮区的同学们让你们羡慕一下，我们终于不用热成狗）。
这次我们两个旅行箱两个背包，尽管是夏天可孩子们的衣服加上游泳的装备基本就都满了。带着孩子最麻烦的就是要在有限的空间内带上你能考虑到她们可能会需要穿的各种衣服。
这次出行给自己点个赞，他 ...展开全文c",8月27日 21:26
13,48,转发,75,我们终于出发回北京了，你们包邮区真的太太太太太热啦 听说我们大北京今天下雨还超级凉爽说实话这次没玩累，而是被晒累热懵的 孩子都还好，比想象的乐观和体力好,8月27日 16:07
14,115,29,1178,一组来自南浔古镇的游客照,8月27日 10:53
15,23,21,96,"#南浔古镇#早晨的南浔古镇好美啊， 建议你们6点多去，特别安静人特别少。先去百间楼，那里都是民居很原生态，没有商业，清晨坐在长廊上吹着小风舒服极了。赶在8点收门票前再去南边的稍微繁华的街看看，上午就可以走人了。因为游客一多，小镇就一点感觉都没有了。
我的一家四口游记到这里就结束了 ...展开全文c",8月27日 09:34
16,38,4,96,#清晨的南浔古镇# 一早起来，走在没有游客的南浔古镇甚是舒服，小镇安静古朴太喜欢了。这就是我眼中的江南水乡古镇，一早在河边洗衣服的阿婆，坐在那里吃饭的居民，好不惬意的小镇生活。,8月27日 07:35
17,19,1,53,#江南古镇南浔# 下午开车从莫干山出发到古镇南浔，全部安顿好已经接近傍晚。走着走着天色渐晚，随着夜幕的降临，南浔古镇更加美了。跟小朋友一起逛逛小店，姐姐买了漂亮的紫檀书签送给同学。本来还想拍拍夜景的百间楼但是孩子们实在走不动了，所以打算明天一早去看看清晨的南浔。,8月26日 20:19
18,36,转发,77,一个下着雨慵懒的周末，终于凉快了。躺在房间床上看着窗外的竹林，好想继续慵懒的生活在这里呀,8月26日 11:21
19,55,2,78,"昨晚上就开始下雨，天是终于凉快了，可是雨却越下越大吃完早饭孩子们也不能游泳了，只好在泳池边上玩桌球。我坐在那里看着山发呆……
山里下雨时候的空气是真好，太爱这种慢生活了。
只可惜我们一会就要离开了，好舍不得",8月26日 09:26
20,45,2,59,#莫干山民宿# 今天晚饭依然是4菜一汤，吃完了去跟涵爸带着孩子们在村子里溜达了一圈，这里超级安静。在一个小店里买了两样竹子做的舀酒的还有一个简单竹子做的杯子。出门时候涵爸让我带上雨伞，我还说怎么可能这么巧下雨，结果刚出去就下雨piapia打脸,8月25日 21:34
21,51,45,163,"#莫干山民宿# 真心推荐给你们这家民宿，1.老板非常热情。2.民宿就在莫干山脚下。3.民宿本身很舒服，住久了会发现每个角度都非常美。4.在这附近的民宿除了环境特别好的，这家算不错的而且价位也不是很贵。
傍晚涵爸发现这家民宿还有天台，上来一看非常棒。坐在这里就这么静静地发呆突然有点感动。青山下 ...展开全文c",8月25日 17:40
22,24,转发,84,我们正式开始了休假模式，在莫干山脚下，陪着孩子们一起游泳，享受慢生活。老板人很好还给我们拿来了果盘。涵爸忙完了工作也加入我们的悠闲生活,8月25日 15:30
23,11,转发,45,"#莫干山风景区# 大坑景区玩完已经很热了，两个孩子虽然没闹也没说什么，但真的不忍心再带着她俩“受罪”了。我们一路开车往山下走，路过景点（其实就是些建筑）拍拍照，最后开到毛主席下榻的地方看了看。全部看完正好12点，再往后真的没办法停留了，我们决定回民宿。
临走的时候拍的最后一张图就是图9 ...展开全文c",8月25日 14:35
24,19,2,37,#莫干山风景区# 这些基本都是开车路过顺便拍的，图️-️是蒋介石住过的地方，对面是山谷，风景不错。现在这里变成住宿和餐饮的地方。没进去看，不知道里面怎么样。,8月25日 13:56
25,19,2,35,"#莫干山风景区# 这组照片算是我们此行的真正目的地，莫干山全是自然景色非常美，只是天气太热了，稍微一离开竹林就特别热。建议大家在气候宜人的时候来，也无须逛什么景点，只是在山里走走乘乘凉就很舒服了。
景区的景点我们只去了大坑景区和毛主席下榻处，其它地方开车路过看了一下就走了。稍微远一点 ...展开全文c",8月25日 13:39
26,60,4,172,#莫干山大坑景区# 孩子们棒棒哒一路跟着走大坑景区。山里很凉快，刮个小风舒服极了来组游客照，风景照随后发,8月25日 10:34
27,37,3,205,#暑假旅行记# 山里的夜里超级安静孩子们也睡的特别好，吃了简单的清粥小菜非常舒服。吃完早餐，把西瓜冰镇上我们就去玩啦！,8月25日 08:33
28,45,转发,77,#暑假旅行记# 之晚餐，晚饭是在住的民宿吃的，每个人标准80小孩40弟弟不收费。菜的标准是两荤两素一汤，饭全部老板自己做的。吃饭的时候正好人都不在，就跟老板聊了起来，老板就像网上介绍的一样非常热情，做的菜味道也真心好吃孩子们吃完先回房间了，我跟涵爸也终于有点时间坐下来喝杯红酒聊聊天 ...展开全文c,8月24日 20:47
29,21,转发,58,#暑假旅行记# 休息了半个小时感觉整个人都满血复活，可能因为疲惫，刚到的时候对于住宿有些不满意。陪着孩子们游乐一会泳，慢慢的也喜欢上了这个小院，我跟涵爸说人的适应能力真的超乎自己想象 这次出来玩她俩的泳衣泳圈全部都带上了旅行就是累并快乐着,8月24日 19:32
30,38,转发,51,#暑假旅行记# 今天在杭州租完车，我们就开车往莫干山方向走。到了入驻的地方稍微有点失望，虽然住宿在山脚下但是这里有一大片民房（周边有点脏乱差） 跟杭州的感觉差太多，我跟涵爸就跟泄了气的皮球一样只能感慨老板照片拍的太美了。今晚休整休整明天去莫干山景区,8月24日 17:53
31,78,1,68,我们走了，孩子们被热的都开始怀疑人生了天真蓝，蓝的都没办法在户外停留。,8月24日 11:25
32,14,转发,66,#暑假旅行记# 之早餐篇，孩子们起来带着他们吃了酒店的早餐，还蛮丰盛的。每样吃一点点，极其舒服,8月24日 09:33
33,51,1,71,"#暑假旅行记# 杭州西湖景区，跟涵爸6点就出门了，但让人惊讶的是，太阳足到让我都开始怀疑是不是看错表了
这是早6-8点的西湖，人不是很多，阳光明媚（超足超热）连片云彩都没有但也很惬意。
没人给拍同框照两个孩子都在宾馆睡觉呢，所以我们就各自给对方拍一张。当然都是我俩各自在对方 ...展开全文c",8月24日 08:35
34,111,转发,73,"#暑假旅行记# 夜景的西湖非常美，带着孩子们走路花了1个小时十分钟，刚走到这俩孩子就不停说累死活不走了。主要是热，蚊子还多。然后打车十多分钟到了宾馆 我们几个都乐晕了，走了这么久还不如打车早点到呢 弟弟路上累的不行安慰自己说：我的腿你要加油哦！
我 ...展开全文c",8月23日 21:46
35,79,1,72,#暑假旅行记# 吃在了西湖景区的绿茶，整体味道不错，这一桌吃了200多。主要来这也方便，宾馆东门出来就是。唯一郁闷的是我们坐的这个区域空调坏了，吃完我也热的快中暑了来杭州就一个字“热”！,8月23日 18:30
36,62,转发,95,#暑假旅行记#我们已经顺利入住啦，住在了西湖边上，其实我只是想与涵爸清晨在西湖边散个步 很多年前他也是来住这家宾馆，给我拍了好多照片，尤其清晨的西湖打动了我，所以一直想跟他同框在这里今天终于如愿,8月23日 16:13
37,69,4,80,终于到达啦，感觉很快就到杭州了。结果打车一个多小时了还在路上 弟弟全程都很乖，就是到站出站后他说了句他要睡觉然后就睡着了 火车站的出租车要等候一阵子，我们只好带他坐了几站地铁。杭州的天也是杠杠的热啊,8月23日 15:33
38,126,1,133,这次是真的要出发了，第一站杭州 4个多小时以后我们就到了。早晨出发的时候北京下了好大的雨，本来是打车的，结果出租车司机嫌堵车我们就只能改地铁，谁知道地铁20分钟就到了，我们成了早到1个多小时 今天运气好，我们坐了车厢的第一排，一下子空间巨大攒人品的时候到了,8月23日 08:31
39,42,转发,31,早安，提前一个半小时就到了火车站 出发,8月23日 08:03
40,3,1,21,哇拍的好美呀,8月22日 20:44
41,35,转发,45,“出发前一起吃吃喝喝”L百合雨儿的秒拍视频 （使用#秒拍#录制，免流量看热门短视频！）,8月22日 18:26
42,28,2,67,带姐弟俩吃鲜芋仙，俩人同时都想着对方 L百合雨儿的秒拍视频,8月22日 16:39
,data_comment,data_relay,data_support,data_text,data_time
0,139,315,54,置顶 继续送~好吃的内蒙古草原牛肉干，纯天然葵花蜜、椴树蜜，还有沙果干、野生金莲花茶~ 转发＋关注并@ 1位好友即有机会获得~ 9号在平台抽取2位幸运小伙伴，送下图中@六间房农货铺 提供的所有美味~好运~,9月5日 08:53
1,473,3559,2680,"萌萌合集（三）
①小猪馒头 做法：O网页链接
②小鸡馒头 做法：O网页链接
③柴犬面包 做法：O网页链接
④米奇馒头 做法：O网页链接
⑤熊猫马卡龙 做法：O网页链接
⑥龙猫豆沙包 做法：O网页链接 ...展开全文c",9月5日 15:16
2,304,14,203,"早呀~
小刺猬豆沙包/
南瓜粥/
干锅菜花/
青提/
玫瑰香葡萄~
新周好...展开全文c",9月4日 09:26
3,6,5,25,(σﾟ∀ﾟ)σ哇~都是美物呀，眼睛移不开了,9月3日 11:24
4,106,103,12,非常想🙋🏻🙋🏻一起去泰国旅游吧~喝国宝级纯天然果汁，赢泰国游机票~好运~#喝玛丽赢泰国游机票#,9月2日 10:40
5,312,12,194,"早安九月啦~
早餐做了紫薯粥、凉拌菜，
三色玛德琳，
泡了玫瑰花茶，
还有提前做好的玫瑰花果冻~
搭配无花果＋巴旦木~
@洛施花舍玫瑰花茶-linda ...展开全文c",9月1日 08:50
6,409,13,244,"⛅一夜入秋，天气忽然就转凉了，
早上吃点暖和的~
西红柿鸡蛋蔬菜面，
换了种做法的彩虹蛋糕，
无花果＋奶茶
手腕得了腱鞘炎，
以前大拇指也得过，...展开全文c",8月30日 09:50
7,246,15,228,早呀(*ฅ́˘ฅ̀*) 七夕快乐💖~,8月28日 09:59
8,255,42,198,"最近经常有人问我北鼎烤箱的使用感觉，算了下，用北鼎烤箱已经8个月有余了，从第一次见到被它的颜值所吸引，到现在用它做过了各种与烤箱有关的美味，可以说也积累了许多的经验和心得体会，写下来供大家参考，有需要的可以看看，避免少走很多弯路吧~
从2013年底开始接触烘焙，三年多来它已经升级为我的 ...展开全文c",8月24日 08:58
9,271,23,352,某人给做的彩虹蛋糕专用隔板,8月23日 22:25
10,285,377,394,"送你一片蓝天白云~~
蓝天白云戚风的方子整理好了
比起来彩虹戚风省事多了，
也是无色素版，
烤的时候注意观察上色，
不要烤焦~
蝶豆花粉前面分享过，...展开全文c",8月22日 10:25
11,567,1559,1722,"早呀~~
彩虹戚风配方整理好了~
无色素版
三年前做过一次色素版的彩虹蛋糕，
那个时候就说想要做一次无色素的，
隔了这么久，终于实现啦~
我知道免费的文章容易让人不珍惜，...展开全文c",8月18日 09:56
12,230,249,281,"多啦a胖的方子~
我更喜欢叫它蓝胖胖
恩~机器猫豆沙包~正经脸.jpg
图中的铜锣烧可以搜松饼，
我也发过配方，
两个松饼合到一起，
中间夹上豆沙馅，...展开全文c",8月17日 10:08
13,351,25,224,"彩虹蛋糕~
又做了一次，
这次蓝色是用蝶豆花粉尝试的，
感觉颜色还挺满意的，
红曲粉上色重，
这次减少了量~
等我详细的配方吧...展开全文c",8月16日 08:49
14,367,30,285,"哆啦a梦先吃
机器猫豆沙包，
还有蓝胖胖最爱的铜锣烧~
搭配香蕉，
蓝莓，
咖啡~
周一早呀~~...展开全文c",8月14日 08:39
15,97,479,378,大家老问我都买的什么天然色粉，统一发一次吧，赤橙黄绿蓝紫黑，全了~~马上又到做各色蛋黄酥的季节了,8月13日 11:21
16,214,325,341,"呆萌的龙猫家族豆沙包配方来啦~
精心整理了几个小时
想着赶在周末前写出来~
想说的都在方子里了，
建议仔细看两遍再做~~
这个量有点大，
可以自行调整，...展开全文c",8月11日 09:14
17,363,19,179,"早呀
周四简单食~
蓝天白云戚风蛋糕/
咖啡/
蔬菜沙拉/
山竹/
戚风的蓝色是蝶豆花粉调出来的~...展开全文c",8月10日 09:38
18,332,28,314,"周二早餐~
龙猫家族豆沙包/
煮彩蔬挂面/
搭配香蕉豆奶/
无花果/
#不可辜负的美食# ...展开全文c",8月8日 09:14
19,125,37,194,"步骤图~心形夹心吐司汉堡的~
六色戚风蛋糕切成和吐司片一样薄厚的蛋糕片，
然后用大小两种心形模具凹造型就可以了~",8月7日 08:04
20,367,14,245,"周五啦O(∩_∩)O~

这两天又开始炎热起来，
继续蒸桑拿的三伏天
早上起来做了两碗烧仙草，
搭配心形夹心吐司汉堡，
还捏了两只小饭团，...展开全文c",8月4日 09:14
21,318,437,422,"周四早呀~
新整理了配方，
抹茶旋风吐司夹心蛋糕，
名字好长
也可以叫它绿钻吐司，
黑钻吐司的升级版~
名字无所谓啦，...展开全文c",8月3日 08:01
22,331,27,235,"猫宁ing
绿色系美味~
抹茶戚风双拼吐司，
(´･･`)我也不知道起什么名字啦，
里面一圈圈的是面包，
外面绿色的是抹茶戚风，
面包蛋糕的双重口感~...展开全文c",8月1日 08:27
23,523,36,368,"新周早安~~
早餐
新尝试的彩虹戚风，
还有杂蔬炒彩虹意面，
搭配无花果，
抹茶豆浆~
红色→红曲粉...展开全文c",7月31日 09:01
24,333,15,212,"早呀~
好几天没见的早餐
黑芝麻面包卷，
咖啡，
樱花寿司，
椰子汁，
凉拌菜~...展开全文c",7月28日 08:20
25,1523,18,55,紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:19
26,167,14,36,真紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:05
27,339,385,506,"早呀
真紫薯面包的配方整理好了
低油低糖比较健康的一款，
建议多看两遍做到胸有成竹了再开动~
这个星期天23日晚8点直播这款面包，
有时间的一起来玩吧，
有礼物送~...展开全文c",7月21日 07:51
28,324,9,178,"猫宁ing~
早餐用梅花吐司做了牛油果三明治，
炒彩虹果蔬空心面，
搭配酸梅汤，
小西红柿~
吃饱饱出门上班啦...展开全文c",7月20日 08:52
29,306,23,205,"早呀~
西瓜吐司/
田园南瓜饭/
酸梅汤~
现在的小南瓜很甜很面，
挖一勺炒饭，
再挖一勺南瓜，...展开全文c",7月19日 08:19
30,333,17,228,"早安~~
熊猫蛋糕卷/
酸梅汤/
白灼芥蓝/
南瓜粥/
橙子/
葡萄~...展开全文c",7月18日 08:16
31,420,45,342,"昨夜下了一场雨，
连续几天的高温终于降下来了
凉爽又舒适的清晨~早安呀~
早餐在吐司上作了几幅小画，
彩绘水果吐司，
能看出来都是什么吗
还捏了两个小鸡造型牛肉汉堡，...展开全文c",7月14日 08:09
32,161,159,165,"大白枣泥面包~
配方整理好了
夏天揉面一定要注意温度，
面团28度就开始发酵了，
我都是开着空调揉的
如果觉得面团温度高了，
可以先盖保鲜膜放冰箱冷藏一会再揉~...展开全文c",7月13日 08:06
33,504,11,82,悄悄的问一句，近期有需要买海氏hm770厨师机和c40烤箱的吗🙋🏻可以申请到粉丝专享优惠，史上最低价,7月12日 21:21
34,294,84,529,那些蔬菜和水果~🍠🍄,7月11日 12:34
35,472,15,295,"新尝试的紫薯造型面包~
从里到外都是紫薯做哒
低油低糖~
好像生紫薯摆上来一样，
不提前说明的话，
会很有趣吧
早餐...展开全文c",7月11日 08:30
36,258,10,215,新周早安~~,7月10日 08:27
37,321,454,540,"一些有趣的蛋糕切面~

*西瓜蛋糕  O网页链接

*抹茶旋风蛋糕卷  O网页链接
直播 O网页链接
...展开全文c",7月7日 08:27
38,283,14,205,"(づ●─●)づ (●––●)
早~~
大白枣泥面包/
火龙果思慕雪/
五彩葱油面/
核桃/
今天的蔬菜藏在面里~...展开全文c",7月6日 08:18
39,323,18,212,"早
说好的雨终于下了，
驱走了些许炎热，
太喜欢雨后清晨的清新舒适感了~
夏日里的早餐，
吃的越来越早，
也越来越少...展开全文c",7月4日 08:11
40,403,107,234,"周一早呀~~
香脆芝士馒头/
紫米粥/
咸鸭蛋/
玉米面窝头/
抹茶豆浆/
搭配核桃/...展开全文c",7月3日 08:16
41,436,13,117,大白(●––●)枣泥面包#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月2日 15:02
42,344,8,143,大白(●––●)枣泥面包#慧绘的美丽生活#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月2日 13:06
43,405,1553,1391,"早呀~
黑钻吐司的配方整理好了~
可可味的蛋糕包裹着香软的面包，
一口吃下去，
双重享受~
此配方为2个450g吐司的量，
可以减半操作~...展开全文c",6月30日 08:08
,data_comment,data_relay,data_support,data_text,data_time
0,22780,50268,120906,"置顶 【牛肉面】它被很多人叫错为兰州拉面。牛肉面是我的人生菜单，代表着我在西北最好的一段时光。这是我爸做的家常版，也是我心目中最好的版本。希望能被看完
#一日一食一记# L日食记的秒拍视频",6月14日 21:44
1,631,2720,4576,图二不是特地挤的花，真的是手抖,9月5日 23:08
2,5858,50183,40717,"【茄汁油焖大虾】这是我最爱吃的虾的做法，剥两只虾就能下一整碗米饭，鲜到恨不得连壳也吞掉！
#一日一食一记# @鲜城",9月5日 20:17
3,860,595,11555,生活不止是眼前的苟且，还有猫和蟹黄,9月5日 16:11
4,99,188,1064,恭喜@莉_C 等10名用户获得【冷萃咖啡】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月5日 10:46
5,3390,5671,15961,"【焖肉面】我讨厌吃肥肉，但这块肉是我的最爱！肉码在面上时还是硬邦邦冻着的状态，把它埋在热腾腾的面条下面，等它慢慢变热变软时吃，入口即化
出镜@管家的日子
#一日一食一记# L日食记的秒拍视频
N【日食记x管家】深夜一碗面 手延素面",9月4日 20:59
6,125,305,1603,恭喜@王大扯扯扯 等3名用户获得【糖桂花】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月4日 14:08
7,780,4526,2959,做给你吃是不行了，送你糖桂花还是可以的转发的粉丝中选三位，送一罐糖桂花，下周一@微博抽奖平台 开奖！,9月1日 17:03
8,233,462,2121,恭喜@小米0128 等3名用户获得【现金233】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月1日 14:49
9,3613,15412,20975,"【桂花糖芋苗】少女心菜谱第一名，去年做的拍了照，你们说不是视频不开心，这回就拍成视频了！来，张嘴
#一日一食一记# #厨房的诱惑# @鲜城
L日食记的秒拍视频",8月31日 20:30
10,1874,7949,3133,"最近在我小店里最受欢迎的一款咖灰，我每天至少喝三杯，实在爱死了，抽奖请你们喝啊转发的粉丝中抽10位送冷萃咖啡液，下周一@微博抽奖平台  开奖~
买买买戳→O【日食记x永璞】新品 | 冷萃咖啡液2袋 原创CO...",8月31日 18:12
11,423,942,3448,听说你们开学了？叔给你盛碗甜甜的压压惊,8月31日 14:15
12,1442,2761,6281,"【小龙虾泡饭】是我心目中小龙虾的最爽吃法，图文教你做！别因为太好吃就狼吞虎咽，对胃不好
#一日一食一记##厨房的诱惑#@鲜城",8月29日 20:33
