,data_comment,data_relay,data_support,data_text,data_time
9,72,3,43,"休息了几个月，膝盖也没什么事了。我又继续开始运动啦，这个假期因为太热懒得动，体重又快回到解放前了
早晨吃饭的时候，刚张嘴吃了一口油条，涵爸来了句，“你都胖成这样了还吃呢你看看你的胳膊，你现在快胖成你那会那个样子了” 真真一个早餐我都没吃下去多少，那个心塞啊……就不能等人吃 ...展开全文c",8月16日 21:31
10,58,转发,79,早餐，油条，拌苦瓜黄瓜萝卜丝，南瓜粥，黄桃。好奇怪早早发了出来竟然没有显示，那就重发一遍吧 南瓜粥今天熬的超级好喝，配上拌的杂蔬超级爽口。黄桃是@小圆夫人 家的，直接吃也很甜，打算剩下的做成罐头冬天吃,8月16日 10:52
11,16,转发,14,黄桃好棒最近收到很多作业，你们都做了嘛,8月16日 08:26
12,5,1,5,帮老朋友转一个,8月15日 17:49
13,29,22,57,"#香烤花蛤#材料：花蛤 900克，香葱50克，红辣椒10克，青椒，香菜，姜丝，蒜片适量，盐，料酒，白糖，生抽少许。
做法：1.把姜切丝，大蒜切片，香葱切段，红椒切丝（喜欢吃辣的可以用小米辣或者其它辣一些的辣椒，我这里换成了红椒丝）。
2.锅中倒少许底油，放入葱姜蒜，煸炒出香味。
3.倒入花蛤，然后 ...展开全文c",8月14日 14:32
14,65,2,96,新周早餐，菠萝饭，白灼秋葵，红豆汤，李子。 下了两天雨，早晨起来也没那么热了，所以早晨起来特意做了涵爸爱吃的菠萝饭，搭配上热乎乎的红豆汤，吃起来超舒服。假期终于快过完了 今年这个暑假感觉前所未有的累，真希望可以好好休息休息。,8月14日 09:21
15,80,转发,27,我真的特别不想跟涵爸一起看电视，为什么呢，因为他永远都是絮絮叨叨的问个不停的人，每次问完他就走也根本不看下去，基本他的电视剧都是问我知道的根本不是自己看的。所以他今天无论问我什么，我都不想接他话。刚看他又问我这期都是谁在啊，是赵薇黄晓明吗，这个老太太是谁啊，看起来有点岁数大，你看 ...展开全文c,8月12日 22:14
16,142,12,104,"#喜马拉雅#上百合雨儿的节目《百合雨儿 2017-08-10 22:09》，快来听一听吧!
想说的太多，能表达出来的又太少，但希望能分享给你们所需要的内容。K百合雨儿 2017-08-10 22:09（分享自@喜马拉雅FM）",8月11日 00:46
17,70,转发,65,"明天是跟某人的领证纪念日，想留下一个有一点点意义的纪念。所以打算录一期音频节目，唠唠我们这十多年的婚姻。
刚才试了一下，录了2分钟不是笑场就是不知道从哪里说起。想问问你们有什么想听的内容吗？或者分享婚姻中哪方面的一些感悟。可以留言，明晚我们正式开录",8月9日 23:30
18,8,1,6,恭喜@燄-时光记 1名用户获得【电风扇一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,8月8日 21:32
19,53,15,37,推荐一个非常好用的油烟清洁剂，今天很无意的发现天 猫竟然这么便宜。好像满99就减50，所以你们可以任意搭配其它喜欢的，这价格够劲爆。前段我买别人团 购这款清洁剂单瓶就是39.9。现在活 动完真是够便宜的。,8月8日 14:54
20,57,10,172,特别特别感谢@宜家家居IKEA 带着孩子来玩，两个孩子把包丢了，里面有一个苹果手机和ipad，以为肯定丢了。没想到有好心顾客捡到并且归还，还一直打电话联络我。特别特别感谢本想感谢一下捡到物品的好心人，可是联络到他的时候他已经走了。真心感谢,8月8日 13:12
21,3,1,6,你们喜欢就好,8月8日 08:25
22,110,5,143,早餐，麻酱红糖饼，蔬菜沙拉，红豆薏仁粥，🍈 一转眼都到立秋节气，今早吃的放了芝麻酱和红糖烙饼，跟红豆薏米粥真是绝搭。新周愉快,8月7日 08:26
23,40,2,94,"#周末食# 烤花蛤，蒜蓉粉丝蒸扇贝，杏鲍菇炒肉，葱爆香辣虾，大拌菜，
烤花蛤的具体做法今天会更新在公众微信号里，其实刚烤出来更漂亮更香。等其它菜做好在拍照已经稍微逊色些了。但味道真的超好涵爸买的虾也非常鲜，要炒红焖的后来一想还是原汁原味最香。",8月5日 16:56
24,37,转发,32,"“吃完饭了，俩人又要吃🌭️🤣”L百合雨儿的秒拍视频 (使用#秒拍#录制,免流量看热门短视频!)",8月4日 19:46
25,32,转发,23,"“今天姑姑来了，也有弟弟😋 玩完了，弟弟来了句，我也该吃正餐了🤣”L百合雨儿的秒拍视频 (使用#秒拍#录制,免流量看热门短视频!)",8月4日 18:58
26,116,173,148,"#自制黄桃罐头#用了我说的方法，自制黄桃罐头常温保存至少可保持一年不坏。更详细的的内容可看图️我的公 众微 信账号更多的内容介绍。
你只需要准备黄桃，冰糖和水即可，无论你会不会做饭都可以做好的一样菜谱。还等什么赶紧做起来！",8月3日 09:43
27,5,1,14,我竟然才看到这条，以后你吃辣酱我包圆了,8月2日 23:17
28,18,转发,40,"刚才外面下大暴雨，听说地铁站都被淹了。给涵爸看网上的视频，我说：你看雨竟然下这么大。
他来句，你要在那可完了。
没反应过来，我还傻笑呢。
回过神来问他，“凭啥我要在那，凭啥我就回不来。你盼我点好行吗！那我回不来，你救我吗？”
他：当然救你了，我划条船救你去。
我此时已经不想跟他开玩笑 ...展开全文c",8月2日 22:30
29,37,2,20,"关于公 众 号不能留言，是因为这是刚注册的号，需要发一段时间的文章才可以有留言功能。但其实目前你们在账号里图️直接打字我也能看到的。
另外，我已经归类好了目图️录，但是到页面看竟然没有显示。
你们可以按照图️，画红圈的地方进入，然后点图️，就能看能到目前发的所有菜谱了。
...展开全文c",8月2日 14:16
30,74,171,33,"高颜值的循环小风扇具体介绍在图️
方式是报暗号“百合雨儿”，店 铺链 接我放评论中。
优惠后价格是99，关 注我+转 发，8月8抽 奖送 图️",8月2日 13:18
31,39,转发,44,"今天菜谱已更新，昨天刚弄好公众号，我会陆续更新，写一些你们喜欢的菜谱。
另外，可能因为是新号还没有显示你们留言的功能，但是昨天收到了超多留言，谢谢你们的鼓励与支持超级温暖",8月1日 20:32
32,5,转发,8,要用起来哦,8月1日 18:30
33,109,4,152,早餐，肉夹馍，蒸南瓜，拌秋葵，乌梅凉粥，黄油桃。 肉夹馍除了在做的时候弟弟和姐姐就拿走吃的三个，我们一家竟然一顿早餐吃了10个肉夹馍，当然咱的饼可能比外面的小点，肉稍微少一点，但是当我发现抢到最后一个的时候真是服了，弟弟一个小人吃了三个姐姐吃了三个，我跟他爸只吃到了两 ...展开全文c,8月1日 10:07
34,32,1,31,"#开心一刻#老公你把充电器递给我一下……涵涵你把充电器给爸爸拿过来……弟弟你把充电器拿过来给姐姐
然后绕了一圈终于到我手里了",7月31日 23:16
35,87,1,100,#日常#7月就在这些零碎的小片段中度过,7月31日 13:41
36,17,转发,11,哇看的我都馋了,7月31日 13:06
37,60,转发,56,"#家有熊孩儿#今天晚上带姐弟俩洗澡弟弟在浴室疯玩，最后玩了个邪乎的从马桶上往下滑。姐姐还专门给他讲了危险性（姐姐小时候也这么玩结果磕了后脑勺好大一个包）。我又吓唬了吓唬他，总算老实了。
没想到过了一会姐姐在洗头，我正好洗脸水都没有看弟弟，他又开始滑。“咣”一声，瞬间弟弟捂着脑袋 ...展开全文c",7月30日 23:57
38,8,转发,2,恭喜@青涩LM0N 1名用户获得【小电风扇一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月30日 21:47
39,44,3,103,"周末伙食，红烧肉烧豆干，酸菜鱼，拌菜丝，素炒茄丝，杂粮饭。最近弟弟吃的饭是全家最多的，当然我们四口用的都是小碗,我和涵爸不想多吃，结果弟弟碗里的饭就成了最多的。每次他都很认真的吃，经常吃着吃着我们三个就都看着他吃，感觉他吃饭香的不得了。弟弟也总不负众望总是第一个吃完饭并且吃的特别 ...展开全文c",7月30日 17:29
40,66,转发,106,周末🏻🏻🏻🏻🏡🏻‍♀️,7月29日 19:00
41,13,3,8,恭喜@喻言家 1名用户获得【摩飞果汁机一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月28日 21:03
42,156,12,293,给你们讲个笑话啊，这个暑假我们原本是计划去日本的，因为签证时间的问题还有某人根本不想去的原因作祟，最终也没去成。然后我们改成去上海玩迪士尼，结果因为天气暴热又不去了，我们又改成附近的南戴河。昨天采购完吃的，收拾好衣服，突然想想她俩不就是想玩沙子嘛，干嘛要开300多公里去呢，直接附近 ...展开全文c,7月28日 11:54
43,25,转发,8,尝了吗？可否喜欢,7月27日 19:06
,data_comment,data_relay,data_support,data_text,data_time
0,551,76,488,"置顶 餐具•收纳~

新买了一个柜子，
没收到的时候就开始各种设计，
安装好之后，
和预想的一样，
几百件餐具收纳的刚刚好~...展开全文c",6月6日 08:17
1,486,1188,1416,"早呀~~
彩虹戚风配方整理好了~
无色素版
三年前做过一次色素版的彩虹蛋糕，
那个时候就说想要做一次无色素的，
隔了这么久，终于实现啦~
我知道免费的文章容易让人不珍惜，...展开全文c",8月18日 09:56
2,206,144,207,"多啦a胖的方子~
我更喜欢叫它蓝胖胖
恩~机器猫豆沙包~正经脸.jpg
图中的铜锣烧可以搜松饼，
我也发过配方，
两个松饼合到一起，
中间夹上豆沙馅，...展开全文c",8月17日 10:08
3,341,21,218,"彩虹蛋糕~
又做了一次，
这次蓝色是用蝶豆花粉尝试的，
感觉颜色还挺满意的，
红曲粉上色重，
这次减少了量~
等我详细的配方吧...展开全文c",8月16日 08:49
4,366,26,278,"哆啦a梦先吃
机器猫豆沙包，
还有蓝胖胖最爱的铜锣烧~
搭配香蕉，
蓝莓，
咖啡~
周一早呀~~...展开全文c",8月14日 08:39
5,88,295,277,大家老问我都买的什么天然色粉，统一发一次吧，赤橙黄绿蓝紫黑，全了~~马上又到做各色蛋黄酥的季节了,8月13日 11:21
6,207,296,318,"呆萌的龙猫家族豆沙包配方来啦~
精心整理了几个小时
想着赶在周末前写出来~
想说的都在方子里了，
建议仔细看两遍再做~~
这个量有点大，
可以自行调整，...展开全文c",8月11日 09:14
7,361,17,179,"早呀
周四简单食~
蓝天白云戚风蛋糕/
咖啡/
蔬菜沙拉/
山竹/
戚风的蓝色是蝶豆花粉调出来的~...展开全文c",8月10日 09:38
8,329,25,311,"周二早餐~
龙猫家族豆沙包/
煮彩蔬挂面/
搭配香蕉豆奶/
无花果/
#不可辜负的美食# ...展开全文c",8月8日 09:14
9,124,31,181,"步骤图~心形夹心吐司汉堡的~
六色戚风蛋糕切成和吐司片一样薄厚的蛋糕片，
然后用大小两种心形模具凹造型就可以了~",8月7日 08:04
10,366,12,239,"周五啦O(∩_∩)O~

这两天又开始炎热起来，
继续蒸桑拿的三伏天
早上起来做了两碗烧仙草，
搭配心形夹心吐司汉堡，
还捏了两只小饭团，...展开全文c",8月4日 09:14
11,309,396,397,"周四早呀~
新整理了配方，
抹茶旋风吐司夹心蛋糕，
名字好长
也可以叫它绿钻吐司，
黑钻吐司的升级版~
名字无所谓啦，...展开全文c",8月3日 08:01
12,331,24,229,"猫宁ing
绿色系美味~
抹茶戚风双拼吐司，
(´･･`)我也不知道起什么名字啦，
里面一圈圈的是面包，
外面绿色的是抹茶戚风，
面包蛋糕的双重口感~...展开全文c",8月1日 08:27
13,521,37,363,"新周早安~~
早餐
新尝试的彩虹戚风，
还有杂蔬炒彩虹意面，
搭配无花果，
抹茶豆浆~
红色→红曲粉...展开全文c",7月31日 09:01
14,331,15,207,"早呀~
好几天没见的早餐
黑芝麻面包卷，
咖啡，
樱花寿司，
椰子汁，
凉拌菜~...展开全文c",7月28日 08:20
15,1522,17,53,紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:19
16,167,14,34,真紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,7月23日 20:05
17,338,357,487,"早呀
真紫薯面包的配方整理好了
低油低糖比较健康的一款，
建议多看两遍做到胸有成竹了再开动~
这个星期天23日晚8点直播这款面包，
有时间的一起来玩吧，
有礼物送~...展开全文c",7月21日 07:51
18,320,8,172,"猫宁ing~
早餐用梅花吐司做了牛油果三明治，
炒彩虹果蔬空心面，
搭配酸梅汤，
小西红柿~
吃饱饱出门上班啦...展开全文c",7月20日 08:52
19,305,20,199,"早呀~
西瓜吐司/
田园南瓜饭/
酸梅汤~
现在的小南瓜很甜很面，
挖一勺炒饭，
再挖一勺南瓜，...展开全文c",7月19日 08:19
20,332,15,226,"早安~~
熊猫蛋糕卷/
酸梅汤/
白灼芥蓝/
南瓜粥/
橙子/
葡萄~...展开全文c",7月18日 08:16
21,420,44,333,"昨夜下了一场雨，
连续几天的高温终于降下来了
凉爽又舒适的清晨~早安呀~
早餐在吐司上作了几幅小画，
彩绘水果吐司，
能看出来都是什么吗
还捏了两个小鸡造型牛肉汉堡，...展开全文c",7月14日 08:09
22,161,151,154,"大白枣泥面包~
配方整理好了
夏天揉面一定要注意温度，
面团28度就开始发酵了，
我都是开着空调揉的
如果觉得面团温度高了，
可以先盖保鲜膜放冰箱冷藏一会再揉~...展开全文c",7月13日 08:06
23,494,10,77,悄悄的问一句，近期有需要买海氏hm770厨师机和c40烤箱的吗🙋🏻可以申请到粉丝专享优惠，史上最低价,7月12日 21:21
24,293,83,526,那些蔬菜和水果~🍠🍄,7月11日 12:34
25,472,16,293,"新尝试的紫薯造型面包~
从里到外都是紫薯做哒
低油低糖~
好像生紫薯摆上来一样，
不提前说明的话，
会很有趣吧
早餐...展开全文c",7月11日 08:30
26,258,10,214,新周早安~~,7月10日 08:27
27,319,422,531,"一些有趣的蛋糕切面~

*西瓜蛋糕  O网页链接

*抹茶旋风蛋糕卷  O网页链接
直播 O网页链接
...展开全文c",7月7日 08:27
28,278,14,204,"(づ●─●)づ (●––●)
早~~
大白枣泥面包/
火龙果思慕雪/
五彩葱油面/
核桃/
今天的蔬菜藏在面里~...展开全文c",7月6日 08:18
29,322,18,210,"早
说好的雨终于下了，
驱走了些许炎热，
太喜欢雨后清晨的清新舒适感了~
夏日里的早餐，
吃的越来越早，
也越来越少...展开全文c",7月4日 08:11
30,403,103,230,"周一早呀~~
香脆芝士馒头/
紫米粥/
咸鸭蛋/
玉米面窝头/
抹茶豆浆/
搭配核桃/...展开全文c",7月3日 08:16
31,436,12,116,大白(●––●)枣泥面包#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,7月2日 15:02
32,344,8,141,大白(●––●)枣泥面包#慧绘的美丽生活#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,7月2日 13:06
33,395,1525,1379,"早呀~
黑钻吐司的配方整理好了~
可可味的蛋糕包裹着香软的面包，
一口吃下去，
双重享受~
此配方为2个450g吐司的量，
可以减半操作~...展开全文c",6月30日 08:08
34,212,259,297,"双色蔬菜凉皮配方来了~
炎炎夏日自然要用简易法，
不用洗面，
很快就能吃上的美味~
用高筋粉制作的，
如果家里没有，
用普通中筋粉也可以，...展开全文c",6月29日 08:33
35,343,12,218,"猫宁ing~~

周三早餐
红豆酒酿小圆子，
葱花鸡蛋摊咸食，
还有周末做的黑钻吐司，
搭配杨梅汤，...展开全文c",6月28日 08:24
36,320,22,215,"早安~~
今天吃生煎菠菜饺，
烤蓑衣土豆，
绿豆粥，
搭配杨梅柠檬水，
樱桃~
蓑衣土豆和蓑衣黄瓜切法一样，...展开全文c",6月27日 08:25
37,313,30,155,馒头揉面#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,6月25日 17:18
38,1663,22,239,黑钻吐司#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 O网页链接,6月24日 20:01
39,253,33,198,"一晃又周五啦~
一直在下雨，
这种天气实在是适合在家里睡觉呀，
再坚持一天~
早餐做了无油低糖的双色玉米华夫饼，
搭配核桃藕粉，
还有甜糯的黑玉米，...展开全文c",6月23日 08:27
40,238,311,285,"图文版配方整理好了
大理石纹酸奶慕斯~
每个人都可以做出独一无二的纹理~
不喜欢甜的可以不加糖，
直接搅打奶油奶酪就行~
没有朗姆酒也可以不加，
但是没有奶油奶酪不行~~...展开全文c",6月22日 10:19
41,308,19,229,"夏至
早安~
早餐做了三色凉皮，
桂花糯米藕，
酸梅汤，
还有红提做的小兔子~
天气越来越热了，...展开全文c",6月21日 09:21
42,355,159,264,"早安~
早餐/
无油低糖版绿豆糕/
全麦面包/
蔬菜沙拉/
大理石纹慕斯蛋糕/
草莓奶昔/...展开全文c",6月20日 08:23
43,610,4227,4186,"属于夏天的清爽慕斯蛋糕~
大理石纹酸奶慕斯
每切一块都能得到不同的纹理~
不用烤箱就能做,
简单快手~
这次减了糖量，
也没有用饼干＋黄油做底，...展开全文c",6月19日 07:50
,data_comment,data_relay,data_support,data_text,data_time
0,21931,49185,116281,"置顶 【牛肉面】它被很多人叫错为兰州拉面。牛肉面是我的人生菜单，代表着我在西北最好的一段时光。这是我爸做的家常版，也是我心目中最好的版本。希望能被看完
#一日一食一记# L日食记的秒拍视频",6月14日 21:44
1,2709,3015,13416,会动的食物来一波都是之前做过的，看过就当吃过了，晚安#一日一食一记#,8月18日 23:27
2,853,2134,4773,"【紫薯银耳羹】图文做法来了！热的冷的都好吃，亮晶晶的一碗充满胶质，甜甜糯糯的，吃几碗也不够 #一日一食一记#
视频戳→L第一百零九回 乖 吃了这碗明天就能少敷一张面...",8月18日 20:30
3,2379,7766,3286,叔抽奖请你们喝下午茶吧转发并告诉我你想吃啥，抽3位送下午茶基金200元，下周一@微博抽奖平台 开奖~,8月18日 14:56
4,5557,28329,37192,"【紫薯银耳羹】被公司女生们称为最不罪恶的糖水！银耳满满的胶质，裹着甜甜糯糯的紫薯，一整碗亮晶晶的紫色，感觉今天吃完明天就能变美
#一日一食一记# #厨房的诱惑# L日食记的秒拍视频",8月17日 20:35
5,959,464,9995,这个紫薯银耳羹，女同事们都爱死，又好吃又好看，今晚发片，等着#一日一食一记#,8月17日 18:47
6,297,168,6688,睡前许愿，希望自己能被酥饼温柔对待（来自一号铲屎官的心酸日常,8月16日 22:37
7,4870,13782,30430,"【温泉蛋肥牛盖饭】贴秋膘最美不过这一碗！重温一回，因为我每隔一段时间就要狠狠吃一碗才得劲。鸡蛋生熟自己定，不喜欢洋葱也可以不加，然后大口吃吧
#一日一食一记# #厨房的诱惑# L日食记的秒拍视频",8月16日 20:30
8,310,1354,4590,放在柠檬红茶里，感觉也会很赞,8月16日 18:44
9,425,825,3647,绿豆汤给你冰镇过了，喝吧……记得看到结尾,8月15日 16:33
10,4618,15077,25736,"【莲子绿豆汤】连绿豆汤都不会做，谈什么照顾好自己？
#一日一食一记# L日食记的秒拍视频",8月14日 20:29
11,805,2232,5812,每日一碗,8月12日 17:36
12,156,370,3310,一碗桃浆喂饱你的耳朵，周末晚安,8月11日 22:17
13,1282,3872,9358,【芋圆仙草冻】每次外面点这个，折腾十几分钟都配不齐自己想吃的那一碗。其实自己在家做也不难，吃到爽 #一日一食一记#,8月11日 20:40
14,7260,21756,34879,"【芋圆仙草冻】夏末初秋最适合吃芋圆
凉凉的但不会太冰，也不会太甜，做起来也很简单，吃完整个人都平静了～
#一日一食一记# L日食记的秒拍视频",8月10日 20:59
15,5253,20506,31865,"【蒜蓉粉丝虾】鲜到连一根粉丝都不会吃剩！只有跟关系真正好的人才能一起吃，满嘴蒜味也不肯停，谁也别嫌弃谁有味
#一日一食一记# L日食记的秒拍视频",8月9日 21:02
16,770,224,20092,"刷着新闻觉得难受的时候，看看酥饼，就会想幸好你是猫。
祈福平安",8月9日 19:50
17,554,1230,4806,晚上热得睡不着，来碗冷汤面吧（出镜@管家的日子 ）,8月7日 22:35
18,7453,21027,48229,"【韩式冷汤面】在面条里下冰块，竟然是这么爽的事？汤水鲜美带一丝酸甜口，面条又冰又滑溜，吃完整个人能降温三度
#一日一食一记# L日食记的秒拍视频",8月7日 20:59
19,1330,7483,12223,"【早餐合集】周末别睡了，早饭多好吃啊 #一日一食一记#
【鸡蛋卷饼】L日食记的秒拍视频
【亲子三明治】O网页链接
【粢饭糕 x 溏心蛋】L日食记的秒拍视频
【爆浆吐司卷】O网页链接",8月4日 21:36
