,data_comment,data_relay,data_support,data_text,data_time
24,23,21,97,"#南浔古镇#早晨的南浔古镇好美啊， 建议你们6点多去，特别安静人特别少。先去百间楼，那里都是民居很原生态，没有商业，清晨坐在长廊上吹着小风舒服极了。赶在8点收门票前再去南边的稍微繁华的街看看，上午就可以走人了。因为游客一多，小镇就一点感觉都没有了。
我的一家四口游记到这里就结束了 ...展开全文c",8月27日 09:34
25,39,4,98,#清晨的南浔古镇# 一早起来，走在没有游客的南浔古镇甚是舒服，小镇安静古朴太喜欢了。这就是我眼中的江南水乡古镇，一早在河边洗衣服的阿婆，坐在那里吃饭的居民，好不惬意的小镇生活。,8月27日 07:35
26,19,1,53,#江南古镇南浔# 下午开车从莫干山出发到古镇南浔，全部安顿好已经接近傍晚。走着走着天色渐晚，随着夜幕的降临，南浔古镇更加美了。跟小朋友一起逛逛小店，姐姐买了漂亮的紫檀书签送给同学。本来还想拍拍夜景的百间楼但是孩子们实在走不动了，所以打算明天一早去看看清晨的南浔。,8月26日 20:19
27,37,转发,77,一个下着雨慵懒的周末，终于凉快了。躺在房间床上看着窗外的竹林，好想继续慵懒的生活在这里呀,8月26日 11:21
28,55,2,78,"昨晚上就开始下雨，天是终于凉快了，可是雨却越下越大吃完早饭孩子们也不能游泳了，只好在泳池边上玩桌球。我坐在那里看着山发呆……
山里下雨时候的空气是真好，太爱这种慢生活了。
只可惜我们一会就要离开了，好舍不得",8月26日 09:26
29,45,2,59,#莫干山民宿# 今天晚饭依然是4菜一汤，吃完了去跟涵爸带着孩子们在村子里溜达了一圈，这里超级安静。在一个小店里买了两样竹子做的舀酒的还有一个简单竹子做的杯子。出门时候涵爸让我带上雨伞，我还说怎么可能这么巧下雨，结果刚出去就下雨piapia打脸,8月25日 21:34
30,52,46,168,"#莫干山民宿# 真心推荐给你们这家民宿，1.老板非常热情。2.民宿就在莫干山脚下。3.民宿本身很舒服，住久了会发现每个角度都非常美。4.在这附近的民宿除了环境特别好的，这家算不错的而且价位也不是很贵。
傍晚涵爸发现这家民宿还有天台，上来一看非常棒。坐在这里就这么静静地发呆突然有点感动。青山下 ...展开全文c",8月25日 17:40
31,24,转发,84,我们正式开始了休假模式，在莫干山脚下，陪着孩子们一起游泳，享受慢生活。老板人很好还给我们拿来了果盘。涵爸忙完了工作也加入我们的悠闲生活,8月25日 15:30
32,11,转发,45,"#莫干山风景区# 大坑景区玩完已经很热了，两个孩子虽然没闹也没说什么，但真的不忍心再带着她俩“受罪”了。我们一路开车往山下走，路过景点（其实就是些建筑）拍拍照，最后开到毛主席下榻的地方看了看。全部看完正好12点，再往后真的没办法停留了，我们决定回民宿。
临走的时候拍的最后一张图就是图9 ...展开全文c",8月25日 14:35
33,19,2,37,#莫干山风景区# 这些基本都是开车路过顺便拍的，图️-️是蒋介石住过的地方，对面是山谷，风景不错。现在这里变成住宿和餐饮的地方。没进去看，不知道里面怎么样。,8月25日 13:56
34,19,2,35,"#莫干山风景区# 这组照片算是我们此行的真正目的地，莫干山全是自然景色非常美，只是天气太热了，稍微一离开竹林就特别热。建议大家在气候宜人的时候来，也无须逛什么景点，只是在山里走走乘乘凉就很舒服了。
景区的景点我们只去了大坑景区和毛主席下榻处，其它地方开车路过看了一下就走了。稍微远一点 ...展开全文c",8月25日 13:39
35,60,4,174,#莫干山大坑景区# 孩子们棒棒哒一路跟着走大坑景区。山里很凉快，刮个小风舒服极了来组游客照，风景照随后发,8月25日 10:34
36,37,3,204,#暑假旅行记# 山里的夜里超级安静孩子们也睡的特别好，吃了简单的清粥小菜非常舒服。吃完早餐，把西瓜冰镇上我们就去玩啦！,8月25日 08:33
37,45,转发,78,#暑假旅行记# 之晚餐，晚饭是在住的民宿吃的，每个人标准80小孩40弟弟不收费。菜的标准是两荤两素一汤，饭全部老板自己做的。吃饭的时候正好人都不在，就跟老板聊了起来，老板就像网上介绍的一样非常热情，做的菜味道也真心好吃孩子们吃完先回房间了，我跟涵爸也终于有点时间坐下来喝杯红酒聊聊天 ...展开全文c,8月24日 20:47
38,21,转发,58,#暑假旅行记# 休息了半个小时感觉整个人都满血复活，可能因为疲惫，刚到的时候对于住宿有些不满意。陪着孩子们游乐一会泳，慢慢的也喜欢上了这个小院，我跟涵爸说人的适应能力真的超乎自己想象 这次出来玩她俩的泳衣泳圈全部都带上了旅行就是累并快乐着,8月24日 19:32
39,38,转发,53,#暑假旅行记# 今天在杭州租完车，我们就开车往莫干山方向走。到了入驻的地方稍微有点失望，虽然住宿在山脚下但是这里有一大片民房（周边有点脏乱差） 跟杭州的感觉差太多，我跟涵爸就跟泄了气的皮球一样只能感慨老板照片拍的太美了。今晚休整休整明天去莫干山景区,8月24日 17:53
40,78,1,68,我们走了，孩子们被热的都开始怀疑人生了天真蓝，蓝的都没办法在户外停留。,8月24日 11:25
41,14,转发,66,#暑假旅行记# 之早餐篇，孩子们起来带着他们吃了酒店的早餐，还蛮丰盛的。每样吃一点点，极其舒服,8月24日 09:33
42,51,1,71,"#暑假旅行记# 杭州西湖景区，跟涵爸6点就出门了，但让人惊讶的是，太阳足到让我都开始怀疑是不是看错表了
这是早6-8点的西湖，人不是很多，阳光明媚（超足超热）连片云彩都没有但也很惬意。
没人给拍同框照两个孩子都在宾馆睡觉呢，所以我们就各自给对方拍一张。当然都是我俩各自在对方 ...展开全文c",8月24日 08:35
,data_comment,data_relay,data_support,data_text,data_time
0,751,412,1217,置顶 非常感谢大家的鼓励~~画新菜谱的过程中，抽空把以前的也修改了一下，字体改大了，步骤有不合理的都重新画过了，和新的一起发一下。可以点击查看大图，还看不清的话，右上角有个查看原图，清晰度还可以的~ 请多提宝贵的意见和建议~,2014-8-15 09:22
1,19,19,31,抹茶蛋黄酥直播~搜不到的看这里啦🙋🏻,9月14日 20:23
2,6,20,27,馒头揉面直播在这里~不要再问我啦,9月14日 20:18
3,187,6,140,"早~~
再忙也要好好吃早饭~
用美食调味生活
早餐吃黑麦蔓越莓核桃软欧包，  
心形棒棒糖戚风蛋糕，
搭配圣女果，
火龙果奶昔~...展开全文c",9月14日 08:21
4,202,7,122,"分享一只给自己加戏的小茶壶
嗯٩(•̤̀ᵕ•̤́๑)ᵒᵏ
以后就当瓶子用了~
早啊(●◡●)ﾉ
魔芋红烧肉，
燕麦糙米饭，
奶牛戚风，...展开全文c",9月13日 08:33
5,167,243,339,"早呀~~
来自一只小花猪的问候
小猪戚风配方整理好了~
可爱的猪哼哼，
看着它就觉得莫名的开心O(∩_∩)O~~
鼻子下面的一块黑色花纹好像笑起来的嘴巴
#不可辜负的美食# ...展开全文c",9月12日 09:29
6,367,16,240,"新周好呀~
早安
早餐
小猪戚风，
彩虹绿豆糕~
搭配椰子汁，
猕猴桃~...展开全文c",9月11日 10:15
7,249,127,198,"猫宁ing

又到周五啦，
开心~
小刺猬的做法整理好了，
转需~
出门上班啦~...展开全文c",9月8日 09:11
8,266,12,168,"今天吃黑芝麻味滴龙猫(*ฅ́˘ฅ̀*)♡
周四早呀~
龙猫馒头，
还有美味的烤锅，
搭配羊蝎子汤做的部队锅，
柠檬金桔茶~
感觉黑芝麻加多了，...展开全文c",9月7日 09:15
9,859,7860,5588,"萌萌合集（三）
①小猪馒头 做法：O网页链接
②小鸡馒头 做法：O网页链接
③柴犬面包 做法：O网页链接
④米奇馒头 做法：O网页链接
⑤熊猫马卡龙 做法：O网页链接
⑥龙猫豆沙包 做法：O网页链接 ...展开全文c",9月5日 15:16
10,315,18,228,"早呀~
小刺猬豆沙包/
南瓜粥/
干锅菜花/
青提/
玫瑰香葡萄~
新周好...展开全文c",9月4日 09:26
11,106,103,12,非常想🙋🏻🙋🏻一起去泰国旅游吧~喝国宝级纯天然果汁，赢泰国游机票~好运~#喝玛丽赢泰国游机票#,9月2日 10:40
12,319,13,207,"早安九月啦~
早餐做了紫薯粥、凉拌菜，
三色玛德琳，
泡了玫瑰花茶，
还有提前做好的玫瑰花果冻~
搭配无花果＋巴旦木~
@洛施花舍玫瑰花茶-linda ...展开全文c",9月1日 08:50
13,427,14,254,"⛅一夜入秋，天气忽然就转凉了，
早上吃点暖和的~
西红柿鸡蛋蔬菜面，
换了种做法的彩虹蛋糕，
无花果＋奶茶
手腕得了腱鞘炎，
以前大拇指也得过，...展开全文c",8月30日 09:50
14,247,17,236,早呀(*ฅ́˘ฅ̀*) 七夕快乐💖~,8月28日 09:59
15,300,53,211,"最近经常有人问我北鼎烤箱的使用感觉，算了下，用北鼎烤箱已经8个月有余了，从第一次见到被它的颜值所吸引，到现在用它做过了各种与烤箱有关的美味，可以说也积累了许多的经验和心得体会，写下来供大家参考，有需要的可以看看，避免少走很多弯路吧~
从2013年底开始接触烘焙，三年多来它已经升级为我的 ...展开全文c",8月24日 08:58
16,274,27,370,某人给做的彩虹蛋糕专用隔板,8月23日 22:25
17,289,390,411,"送你一片蓝天白云~~
蓝天白云戚风的方子整理好了
比起来彩虹戚风省事多了，
也是无色素版，
烤的时候注意观察上色，
不要烤焦~
蝶豆花粉前面分享过，...展开全文c",8月22日 10:25
18,578,1643,1757,"早呀~~
彩虹戚风配方整理好了~
无色素版
三年前做过一次色素版的彩虹蛋糕，
那个时候就说想要做一次无色素的，
隔了这么久，终于实现啦~
我知道免费的文章容易让人不珍惜，...展开全文c",8月18日 09:56
19,249,300,301,"多啦a胖的方子~
我更喜欢叫它蓝胖胖
恩~机器猫豆沙包~正经脸.jpg
图中的铜锣烧可以搜松饼，
我也发过配方，
两个松饼合到一起，
中间夹上豆沙馅，...展开全文c",8月17日 10:08
20,361,26,228,"彩虹蛋糕~
又做了一次，
这次蓝色是用蝶豆花粉尝试的，
感觉颜色还挺满意的，
红曲粉上色重，
这次减少了量~
等我详细的配方吧...展开全文c",8月16日 08:49
21,368,31,287,"哆啦a梦先吃
机器猫豆沙包，
还有蓝胖胖最爱的铜锣烧~
搭配香蕉，
蓝莓，
咖啡~
周一早呀~~...展开全文c",8月14日 08:39
22,216,353,350,"呆萌的龙猫家族豆沙包配方来啦~
精心整理了几个小时
想着赶在周末前写出来~
想说的都在方子里了，
建议仔细看两遍再做~~
这个量有点大，
可以自行调整，...展开全文c",8月11日 09:14
23,370,19,179,"早呀
周四简单食~
蓝天白云戚风蛋糕/
咖啡/
蔬菜沙拉/
山竹/
戚风的蓝色是蝶豆花粉调出来的~...展开全文c",8月10日 09:38
24,332,27,316,"周二早餐~
龙猫家族豆沙包/
煮彩蔬挂面/
搭配香蕉豆奶/
无花果/
#不可辜负的美食# ...展开全文c",8月8日 09:14
25,126,39,197,"步骤图~心形夹心吐司汉堡的~
六色戚风蛋糕切成和吐司片一样薄厚的蛋糕片，
然后用大小两种心形模具凹造型就可以了~",8月7日 08:04
26,368,16,247,"周五啦O(∩_∩)O~

这两天又开始炎热起来，
继续蒸桑拿的三伏天
早上起来做了两碗烧仙草，
搭配心形夹心吐司汉堡，
还捏了两只小饭团，...展开全文c",8月4日 09:14
27,320,454,435,"周四早呀~
新整理了配方，
抹茶旋风吐司夹心蛋糕，
名字好长
也可以叫它绿钻吐司，
黑钻吐司的升级版~
名字无所谓啦，...展开全文c",8月3日 08:01
28,331,28,237,"猫宁ing
绿色系美味~
抹茶戚风双拼吐司，
(´･･`)我也不知道起什么名字啦，
里面一圈圈的是面包，
外面绿色的是抹茶戚风，
面包蛋糕的双重口感~...展开全文c",8月1日 08:27
29,523,37,368,"新周早安~~
早餐
新尝试的彩虹戚风，
还有杂蔬炒彩虹意面，
搭配无花果，
抹茶豆浆~
红色→红曲粉...展开全文c",7月31日 09:01
30,333,15,214,"早呀~
好几天没见的早餐
黑芝麻面包卷，
咖啡，
樱花寿司，
椰子汁，
凉拌菜~...展开全文c",7月28日 08:20
31,1523,18,56,紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:19
32,167,14,36,真紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:05
33,339,390,516,"早呀
真紫薯面包的配方整理好了
低油低糖比较健康的一款，
建议多看两遍做到胸有成竹了再开动~
这个星期天23日晚8点直播这款面包，
有时间的一起来玩吧，
有礼物送~...展开全文c",7月21日 07:51
34,330,9,182,"猫宁ing~
早餐用梅花吐司做了牛油果三明治，
炒彩虹果蔬空心面，
搭配酸梅汤，
小西红柿~
吃饱饱出门上班啦...展开全文c",7月20日 08:52
35,308,23,208,"早呀~
西瓜吐司/
田园南瓜饭/
酸梅汤~
现在的小南瓜很甜很面，
挖一勺炒饭，
再挖一勺南瓜，...展开全文c",7月19日 08:19
36,333,17,231,"早安~~
熊猫蛋糕卷/
酸梅汤/
白灼芥蓝/
南瓜粥/
橙子/
葡萄~...展开全文c",7月18日 08:16
37,420,46,343,"昨夜下了一场雨，
连续几天的高温终于降下来了
凉爽又舒适的清晨~早安呀~
早餐在吐司上作了几幅小画，
彩绘水果吐司，
能看出来都是什么吗
还捏了两个小鸡造型牛肉汉堡，...展开全文c",7月14日 08:09
38,161,161,168,"大白枣泥面包~
配方整理好了
夏天揉面一定要注意温度，
面团28度就开始发酵了，
我都是开着空调揉的
如果觉得面团温度高了，
可以先盖保鲜膜放冰箱冷藏一会再揉~...展开全文c",7月13日 08:06
39,508,12,82,悄悄的问一句，近期有需要买海氏hm770厨师机和c40烤箱的吗🙋🏻可以申请到粉丝专享优惠，史上最低价,7月12日 21:21
40,295,84,533,那些蔬菜和水果~🍠🍄,7月11日 12:34
41,472,15,295,"新尝试的紫薯造型面包~
从里到外都是紫薯做哒
低油低糖~
好像生紫薯摆上来一样，
不提前说明的话，
会很有趣吧
早餐...展开全文c",7月11日 08:30
42,265,10,215,新周早安~~,7月10日 08:27
43,322,465,561,"一些有趣的蛋糕切面~

*西瓜蛋糕  O网页链接

*抹茶旋风蛋糕卷  O网页链接
直播 O网页链接
...展开全文c",7月7日 08:27
,data_comment,data_relay,data_support,data_text,data_time
0,23267,50815,123066,"置顶 【牛肉面】它被很多人叫错为兰州拉面。牛肉面是我的人生菜单，代表着我在西北最好的一段时光。这是我爸做的家常版，也是我心目中最好的版本。希望能被看完
#一日一食一记# L日食记的秒拍视频",6月14日 21:44
1,2318,4953,9805,"【无水红烧肉】是我最喜欢的一次红烧肉。瘦肉酥软入味，肥肉油而不腻，肉皮焦香有劲，没加一滴水，入口却能爆汁，简直了！
#一日一食一记# @鲜城 L日食记的秒拍视频",9月14日 20:41
2,4548,363,4172,夜宵时间唠嗑两句，你有过什么后悔的事吗？,9月13日 23:45
3,1416,175,5294,以后我不确定的观点，比如去寒和性寒之类，我不会说了，毕竟这方面我确实不专业另外，如果有小伙伴之前做了啤酒蒸蟹，觉得苦或不喜欢的，本周四结束之前私我吧，我让小管统计一下，送一份小礼物聊表心意。记得是私信，私信，私信……,9月13日 08:34
4,10748,2539,68561,既然做了“美食博主”，那……我就努力做得好一些吧,9月13日 02:35
5,201,858,3098,暖黄色的秋天，晚安,9月12日 22:26
6,652,125,6491,最近拍的这支故事片快剪完了，等结束，我准备带工作室熊孩子们去秋游。据说秋天是最适合专心做事的季节，来说说你的计划,9月12日 21:34
7,522,2351,3637,别忙了，快吃晚饭去,9月12日 18:45
8,3052,316,7414,你不睡觉的刷微博，在想啥呢？,9月12日 00:38
9,11242,21940,32689,"【啤酒蒸大闸蟹】去年这口大闸蟹馋到今年，终于又能吃了。啤酒蒸过后腥味没了，蟹黄肥得流油，恨不得把蟹壳来回刮干净再舔三遍
#一日一食一记# @鲜城 L日食记的秒拍视频",9月11日 20:47
10,345,567,3715,周一下午提神专用叫声,9月11日 13:49
11,143,444,1714,恭喜@Celamo 1名用户获得【嘻哈基金1000元】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,9月11日 13:28
12,1569,6953,4685,这次视频中嘻哈毒太深了来抽个奖庆祝我喜欢的rapper都在四强！转发的粉丝中抽一位送嘻哈基金1000元，下周一@微博抽奖平台 开奖,9月7日 22:50
13,6056,23531,27172,"【锅巴洋芋】不知是谁发明了这么好吃的土豆做法？吃着就想来段RAP！所以这次视频一不小心做得画风有点清奇……
#一日一食一记# #中国有嘻哈# @鲜城 L日食记的秒拍视频",9月7日 21:36
14,795,3779,5902,图二不是特地挤的花，真的是手抖,9月5日 23:08
15,8593,76669,56106,"【茄汁油焖大虾】这是我最爱吃的虾的做法，剥两只虾就能下一整碗米饭，鲜到恨不得连壳也吞掉！
#一日一食一记# @鲜城",9月5日 20:17
16,966,674,13043,生活不止是眼前的苟且，还有猫和蟹黄,9月5日 16:11
