,data_comment,data_relay,data_support,data_text,data_time
21,165,1007,1364,"“#理想生活季# @鲜城  
这是一条自带清爽效果的视频！好喝的苏打水冻饮。不要错过结尾有趣的彩蛋哦！
#不可辜负的美食#”L八卦兔JadeCw的秒拍视频 （使用#秒拍#录制，免流量看热门短视频！）",7月29日 14:31
22,88,4,134,"说了要做家常菜嘛。我特地买了个盘子做大盘鸡。知道大盘鸡的精髓是什么嘛？！
是鸡嘛？是酱嘛？是盘！子！要！大！",7月28日 15:23
23,3,转发,11,肯定会喜欢！,7月28日 15:17
24,4,转发,15,最后一张不能点开看,7月28日 15:15
25,3,转发,5,彻底冷了才会脆哈。刚出炉会有点软呢,7月28日 15:15
26,5,转发,9,宝宝说的都对！,7月28日 15:13
27,1,转发,12,所以是袋袋鸡的配方做的吗？,7月28日 15:12
28,129,2,152,我在厨房，四只半熟出炉还在技能冷却中的就被残害至此！豌豆你出来！我保证不打si你。,7月27日 18:03
29,85,5,83,"是什么让我们在40度的高温还坚持运动？
是爱吗？是坚持吗？
呸啊！是胖是胖啊！",7月27日 14:16
30,6,转发,14,毛病么有，仇恨拉一波,7月27日 14:01
31,3,4,40,这个时间就需要看这样清凉的作业啊,7月27日 13:58
32,2,1,23,我自己都是很爱吃的呢,7月27日 13:57
33,5,8,39,又到饿点了不可能不好吃的龙虾泡饭,7月26日 21:12
34,18,4,25,啊啊啊这视频作业有毒！,7月26日 19:17
35,评论,1,18,而且无添加非膨化哟！搓搓乐！,7月26日 19:14
36,8,转发,20,漂亮啊！发现其实我也算是面食小能手咯？,7月26日 19:13
37,评论,转发,6,很好！这真的很励志。鹅纸爱吃是最大的鼓励,7月26日 19:12
38,2,26,20,作业小能手！,7月26日 19:10
39,12,66,45,超级接地气的旅游攻略！收！,7月26日 18:20
40,200,1667,1156,"#理想生活季# 我们从小吃到大的零食~【牛奶小馒头】@鲜城 @秒拍美食
大人爱吃，宝宝也喜欢！外壳松脆，奶味浓郁，入口即化。
食谱也是很简单的，放上一首喜欢的歌，一起来玩搓搓乐吧！
配方图5，做法图6，
小视频戳->：L八卦兔JadeCw的秒拍视频

#不可辜负的美食#",7月25日 20:45
41,29,134,114,“浓浓奶香入口即化”L八卦兔JadeCw的秒拍视频 （使用#秒拍#录制，免流量看热门短视频！）,7月25日 20:43
42,评论,2,25,吃完炸鸡勇闯天涯,7月25日 20:21
43,12,17,28,为了嘴巴更不寂寞我觉得应该再搞个鸡肉干，啃起来是不是更方便？,7月25日 20:20
,data_comment,data_relay,data_support,data_text,data_time
0,2,1,5,我竟然才看到这条，以后你吃辣酱我包圆了,8月2日 23:17
1,17,转发,25,"刚才外面下大暴雨，听说地铁站都被淹了。给涵爸看网上的视频，我说：你看雨竟然下这么大。
他来句，你要在那可完了。
没反应过来，我还傻笑呢。
回过神来问他，“凭啥我要在那，凭啥我就回不来。你盼我点好行吗！那我回不来，你救我吗？”
他：当然救你了，我划条船救你去。
我此时已经不想跟他开玩笑 ...展开全文c",8月2日 22:30
2,29,2,15,"关于公 众 号不能留言，是因为这是刚注册的号，需要发一段时间的文章才可以有留言功能。但其实目前你们在账号里图️直接打字我也能看到的。
另外，我已经归类好了目图️录，但是到页面看竟然没有显示。
你们可以按照图️，画红圈的地方进入，然后点图️，就能看能到目前发的所有菜谱了。
...展开全文c",8月2日 14:16
3,37,138,17,"高颜值的循环小风扇具体介绍在图️
方式是报暗号“百合雨儿”，店 铺链 接我放评论中。
优惠后价格是99，关 注我+转 发，8月8抽 奖送 图️",8月2日 13:18
4,39,转发,43,"今天菜谱已更新，昨天刚弄好公众号，我会陆续更新，写一些你们喜欢的菜谱。
另外，可能因为是新号还没有显示你们留言的功能，但是昨天收到了超多留言，谢谢你们的鼓励与支持超级温暖",8月1日 20:32
5,4,转发,7,要用起来哦,8月1日 18:30
6,106,2,144,早餐，肉夹馍，蒸南瓜，拌秋葵，乌梅凉粥，黄油桃。 肉夹馍除了在做的时候弟弟和姐姐就拿走吃的三个，我们一家竟然一顿早餐吃了10个肉夹馍，当然咱的饼可能比外面的小点，肉稍微少一点，但是当我发现抢到最后一个的时候真是服了，弟弟一个小人吃了三个姐姐吃了三个，我跟他爸只吃到了两 ...展开全文c,8月1日 10:07
7,32,1,28,"#开心一刻#老公你把充电器递给我一下……涵涵你把充电器给爸爸拿过来……弟弟你把充电器拿过来给姐姐
然后绕了一圈终于到我手里了",7月31日 23:16
8,86,1,97,#日常#7月就在这些零碎的小片段中度过,7月31日 13:41
9,14,转发,10,哇看的我都馋了,7月31日 13:06
10,60,1,52,"#家有熊孩儿#今天晚上带姐弟俩洗澡弟弟在浴室疯玩，最后玩了个邪乎的从马桶上往下滑。姐姐还专门给他讲了危险性（姐姐小时候也这么玩结果磕了后脑勺好大一个包）。我又吓唬了吓唬他，总算老实了。
没想到过了一会姐姐在洗头，我正好洗脸水都没有看弟弟，他又开始滑。“咣”一声，瞬间弟弟捂着脑袋 ...展开全文c",7月30日 23:57
11,5,转发,2,恭喜@青涩LM0N 1名用户获得【小电风扇一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月30日 21:47
12,44,3,100,"周末伙食，红烧肉烧豆干，酸菜鱼，拌菜丝，素炒茄丝，杂粮饭。最近弟弟吃的饭是全家最多的，当然我们四口用的都是小碗,我和涵爸不想多吃，结果弟弟碗里的饭就成了最多的。每次他都很认真的吃，经常吃着吃着我们三个就都看着他吃，感觉他吃饭香的不得了。弟弟也总不负众望总是第一个吃完饭并且吃的特别 ...展开全文c",7月30日 17:29
13,63,转发,97,周末🏻🏻🏻🏻🏡🏻 ♀️,7月29日 19:00
14,13,1,8,恭喜@喻言家 1名用户获得【摩飞果汁机一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月28日 21:03
15,153,12,289,给你们讲个笑话啊，这个暑假我们原本是计划去日本的，因为签证时间的问题还有某人根本不想去的原因作祟，最终也没去成。然后我们改成去上海玩迪士尼，结果因为天气暴热又不去了，我们又改成附近的南戴河。昨天采购完吃的，收拾好衣服，突然想想她俩不就是想玩沙子嘛，干嘛要开300多公里去呢，直接附近 ...展开全文c,7月28日 11:54
16,25,转发,8,尝了吗？可否喜欢,7月27日 19:06
17,8,4,13,刚接到商家通知，图9的电风扇可以开 团了，等我下周回来团 价99,7月27日 17:49
18,92,3,62,"最近有点放飞自我，事实证明一胖毁所有。
无论是明星还是普通人，胖了不仅身体不健康，人还显得又老又难看。
套用薇姐的话说，我不是易胖体质，我是吃的比常人多

这个夏天因为太热，我不仅没瘦又胖回几斤，要开始新一轮的减肥了[加油]今年我减不下去就不活了",7月26日 21:37
19,48,1,92,早餐，肉包子，月饼，紫米荞麦粥，盐鸭蛋，酱黄瓜，泡菜。 吃到了@殿殿and麦田 做的四味月饼，每个味道都好吃，尤其最爱抹茶味,7月26日 09:53
20,202,381,58,"你们等的多士炉团 购来啦，具体介绍在图️
方式是报暗号“百合雨儿”，店 铺我放评论中。
价格是1080，关 注我+转 发，7月30抽 奖送 图️

这款小巧的多士炉更适合平时不常用大烤箱烘焙，并且上班没时间做饭的人群。它不用预热的技术，可以大大减少你们做各种美食的节奏。

本款烤箱不适合烤面 ...展开全文c",7月25日 09:12
21,1,1,1,8月课程马上就要开始啦,7月24日 20:59
22,33,1,101,"最近得了一种严重疾病，名叫“拖延症”，已到了无药可救的地步怎么办
谁来救救我！
天天一登陆微信就是各种留言，我欠的菜谱好像越来越多，还债的路越走越远……（P:目前的微信号已经加满，很抱歉没办法再加了。）
未来一段会很忙碌谁说家庭主妇没工作的",7月24日 18:52
23,59,1,35,差点忘记说了，明天上午十点少量上 架。本来买了上百多个瓶子，还有包装 箱。醋啊，糖啊，盐啊也买了好多，准备好好做一批尽量让你们都买到。结果辣椒，辣椒竟然没有卖的我一周内天天去菜市场，被告知因为太贵所以一直没进货。那就什么时候买到什么时候做也谢谢大家这么喜欢吃,7月24日 16:41
24,79,2,93,新周早餐，烙饼，清炒小油菜，醋泡黑豆，鸡心黄皮果，番茄蛋花汤。 今天番茄蛋花汤做的特别好喝，弟弟一个人就喝两大碗，然后每个人喝汤的时候都会说一句真好喝，每次被他们夸奖还是超级开心的。鸡心黄皮果是第一次吃，上上周正好肠胃不好的时候看到@kiki的DIY美食 发的图一下就被吸引了，酸酸 ...展开全文c,7月24日 09:23
25,199,434,63,果汁机第五 团啦！最近问我的人又很多，所以再开一次。转 发并关注我，7月28号抽 一台送。抽中购 买者，免 单！屏蔽链   接我会发评论中。 也谢谢大家这么信任和喜欢,7月23日 13:19
26,63,1,106,其实我们涵涵小时候还是蛮漂亮的，就是上学后有点胖有点长列巴了，不过今年好像又长回来了,7月22日 13:18
27,35,1,91,图️，她7岁他1岁。图️️，她8岁，他2岁。图️，她9岁，他3岁。图️，她10岁，他4岁。图️️️，她10岁，他4岁。,7月22日 13:12
28,37,3,116,翻看她俩的照片特别感慨，一年一年两个人就这么长大了，在一起的照片还是拍的太少太少。有些照片现在回头来看，拍的是真不怎么样，但是记录本身就是最后意义的。爱你们，等你们俩长大了一起看,7月22日 13:00
29,1,转发,31,看电影，其实我只是想发第一张,7月21日 20:36
30,8,1,21,接着玩游戏此时已经是拼体力的时候了。,7月21日 20:34
31,23,转发,41,电影还没看，零食骗着我买了一大堆,7月21日 20:30
32,39,转发,72,"今天的日常好容易北京下了场有点进入秋天的凉爽感觉的雨，结果俩孩子不在家呆了，下雨也要出门 目标看电影
但感觉打着看电影的旗号两个人什么都没落下，逛超市，玩游乐场，看电影，吃东西一样没少啊……
现在给她俩拍照越来越难了，这是为数不多有正面的照片，其它基本都是背影",7月21日 20:09
33,1,1,13,哇我们大美女做啥都好吃,7月21日 20:04
34,25,转发,31,论带孩子良好体质的重要性，本来就是看场电影，结果看电影前她俩非要去超市买🍿️和其他零食，然后等开场前夕还要去游乐园玩。全程陪逛陪玩还要拎包、拍照，真的这是个拼体力的年代,7月21日 14:46
35,25,转发,21,"L百合雨儿的秒拍视频 (使用#秒拍#录制,免流量看热门短视频!)",7月21日 13:48
36,141,2,83,#日常#这个酷夏尤其喜欢绿色@yaya小舍 家的大芒果/糖渍青梅慢慢变成琥珀色/新收的铁锅，打算好好把它养起来/自制的蒜蓉🌶️辣椒酱/拍图5的时候认真拍的一张都没用，最后选了一张涵姐乱动时候抓拍的/我爱的锅队伍日益壮大/新收的做饭工具/一早起来给孩子们蒸了些包子，香……/本张图就是这个夏 ...展开全文c,7月20日 13:11
37,74,34,301,四人份早餐🏻🏻🏻🏻🏻‍🍯🥗🥞🌽🥛,7月19日 09:17
38,80,1,117,"早餐，三明治，🌽，，芒果，鸡心黄皮果，🥛

姐弟俩非要吃三明治，那就想吃什么咱就做什么",7月18日 08:44
39,3,2,5,竟然没看到要上新啦咖啡壶好用非常喜欢,7月17日 21:21
40,31,转发,71,今天里发生的事，病好了真好，能干活真好,7月17日 20:33
41,28,转发,36,哦对了，弟弟也是受到惩罚的，我跟他说三个月之内不会买新玩具和任何零食吃，他的零花钱都要扣除来赔壁纸钱，他觉得很合理就同意了,7月17日 13:11
42,45,1,39,把舅妈家的壁纸换好了，弟弟也知道错了，后来我问他为什么会要画那么一大块红色。他说他是想画一头牛，结果没有那么大的纸，只好在墙上画了图️是他画的龙。姐姐告诉我那天她俩一起看了部动画片，动画片里的主人公就是在墙上画了小动物然后就从墙上活了弟弟说他也要画，他们谁都没在意 ...展开全文c,7月17日 12:53
43,88,1,128,"新周早餐，糊塌子，蒸🍠，🌽，拌秋葵，🍑
新周早",7月17日 08:39
,data_comment,data_relay,data_support,data_text,data_time
0,407,32,444,置顶 初夏·家里的植物们,5月7日 15:56
1,33,54,70,"周四早呀~
新整理了配方，
抹茶旋风吐司夹心蛋糕，
名字好长
也可以叫它绿钻吐司，
黑钻吐司的升级版~
名字无所谓啦，...展开全文c",今天 08:01
2,318,24,204,"猫宁ing
绿色系美味~
抹茶戚风双拼吐司，
(´･･`)我也不知道起什么名字啦，
里面一圈圈的是面包，
外面绿色的是抹茶戚风，
面包蛋糕的双重口感~...展开全文c",8月1日 08:27
3,484,29,322,"新周早安~~
早餐
新尝试的彩虹戚风，
还有杂蔬炒彩虹意面，
搭配无花果，
抹茶豆浆~
红色→红曲粉...展开全文c",7月31日 09:01
4,320,15,190,"早呀~
好几天没见的早餐
黑芝麻面包卷，
咖啡，
樱花寿司，
椰子汁，
凉拌菜~...展开全文c",7月28日 08:20
5,1522,17,42,紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:19
6,167,12,27,真紫薯面包#吃好早餐#@东菱电器官方微博#慧绘美食记#（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月23日 20:05
7,330,330,463,"早呀
真紫薯面包的配方整理好了
低油低糖比较健康的一款，
建议多看两遍做到胸有成竹了再开动~
这个星期天23日晚8点直播这款面包，
有时间的一起来玩吧，
有礼物送~...展开全文c",7月21日 07:51
8,312,8,168,"猫宁ing~
早餐用梅花吐司做了牛油果三明治，
炒彩虹果蔬空心面，
搭配酸梅汤，
小西红柿~
吃饱饱出门上班啦...展开全文c",7月20日 08:52
9,299,19,187,"早呀~
西瓜吐司/
田园南瓜饭/
酸梅汤~
现在的小南瓜很甜很面，
挖一勺炒饭，
再挖一勺南瓜，...展开全文c",7月19日 08:19
10,331,14,217,"早安~~
熊猫蛋糕卷/
酸梅汤/
白灼芥蓝/
南瓜粥/
橙子/
葡萄~...展开全文c",7月18日 08:16
11,420,40,322,"昨夜下了一场雨，
连续几天的高温终于降下来了
凉爽又舒适的清晨~早安呀~
早餐在吐司上作了几幅小画，
彩绘水果吐司，
能看出来都是什么吗
还捏了两个小鸡造型牛肉汉堡，...展开全文c",7月14日 08:09
12,151,135,144,"大白枣泥面包~
配方整理好了
夏天揉面一定要注意温度，
面团28度就开始发酵了，
我都是开着空调揉的
如果觉得面团温度高了，
可以先盖保鲜膜放冰箱冷藏一会再揉~...展开全文c",7月13日 08:06
13,461,8,74,悄悄的问一句，近期有需要买海氏hm770厨师机和c40烤箱的吗🙋🏻可以申请到粉丝专享优惠，史上最低价,7月12日 21:21
14,292,80,507,那些蔬菜和水果~🍠🍄,7月11日 12:34
15,470,15,290,"新尝试的紫薯造型面包~
从里到外都是紫薯做哒
低油低糖~
好像生紫薯摆上来一样，
不提前说明的话，
会很有趣吧
早餐...展开全文c",7月11日 08:30
16,257,10,210,新周早安~~,7月10日 08:27
17,290,356,502,"一些有趣的蛋糕切面~

*西瓜蛋糕  O网页链接

*抹茶旋风蛋糕卷  O网页链接
直播 O网页链接
...展开全文c",7月7日 08:27
18,278,14,201,"(づ●─●)づ (●––●)
早~~
大白枣泥面包/
火龙果思慕雪/
五彩葱油面/
核桃/
今天的蔬菜藏在面里~...展开全文c",7月6日 08:18
19,321,17,205,"早
说好的雨终于下了，
驱走了些许炎热，
太喜欢雨后清晨的清新舒适感了~
夏日里的早餐，
吃的越来越早，
也越来越少...展开全文c",7月4日 08:11
20,402,96,215,"周一早呀~~
香脆芝士馒头/
紫米粥/
咸鸭蛋/
玉米面窝头/
抹茶豆浆/
搭配核桃/...展开全文c",7月3日 08:16
21,436,11,117,大白(●––●)枣泥面包#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月2日 15:02
22,342,6,141,大白(●––●)枣泥面包#慧绘的美丽生活#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,7月2日 13:06
23,389,1483,1359,"早呀~
黑钻吐司的配方整理好了~
可可味的蛋糕包裹着香软的面包，
一口吃下去，
双重享受~
此配方为2个450g吐司的量，
可以减半操作~...展开全文c",6月30日 08:08
24,212,248,295,"双色蔬菜凉皮配方来了~
炎炎夏日自然要用简易法，
不用洗面，
很快就能吃上的美味~
用高筋粉制作的，
如果家里没有，
用普通中筋粉也可以，...展开全文c",6月29日 08:33
25,343,12,216,"猫宁ing~~

周三早餐
红豆酒酿小圆子，
葱花鸡蛋摊咸食，
还有周末做的黑钻吐司，
搭配杨梅汤，...展开全文c",6月28日 08:24
26,320,23,213,"早安~~
今天吃生煎菠菜饺，
烤蓑衣土豆，
绿豆粥，
搭配杨梅柠檬水，
樱桃~
蓑衣土豆和蓑衣黄瓜切法一样，...展开全文c",6月27日 08:25
27,313,25,156,馒头揉面#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,6月25日 17:18
28,1663,22,240,黑钻吐司#慧绘美食记#@鲜城（来自L一直播:_慧绘美食记_正在直播）APP下载地址：O网页链接 2北京,6月24日 20:01
29,250,32,196,"一晃又周五啦~
一直在下雨，
这种天气实在是适合在家里睡觉呀，
再坚持一天~
早餐做了无油低糖的双色玉米华夫饼，
搭配核桃藕粉，
还有甜糯的黑玉米，...展开全文c",6月23日 08:27
30,236,299,280,"图文版配方整理好了
大理石纹酸奶慕斯~
每个人都可以做出独一无二的纹理~
不喜欢甜的可以不加糖，
直接搅打奶油奶酪就行~
没有朗姆酒也可以不加，
但是没有奶油奶酪不行~~...展开全文c",6月22日 10:19
31,308,19,228,"夏至
早安~
早餐做了三色凉皮，
桂花糯米藕，
酸梅汤，
还有红提做的小兔子~
天气越来越热了，...展开全文c",6月21日 09:21
32,355,151,257,"早安~
早餐/
无油低糖版绿豆糕/
全麦面包/
蔬菜沙拉/
大理石纹慕斯蛋糕/
草莓奶昔/...展开全文c",6月20日 08:23
33,605,4227,4180,"属于夏天的清爽慕斯蛋糕~
大理石纹酸奶慕斯
每切一块都能得到不同的纹理~
不用烤箱就能做,
简单快手~
这次减了糖量，
也没有用饼干＋黄油做底，...展开全文c",6月19日 07:50
34,409,27,216,"早呀~
某一天的下午茶~
大理石纹酸奶慕斯&有爱之岛天然甜酒&铂芳桃红起泡酒~
新尝试的一款切开有惊喜的蛋糕
不用烤箱就能做，
很适合夏天呢~~
比起来其他厚重的甜芝士蛋糕，...展开全文c",6月16日 08:02
35,262,390,371,"柴犬面包文字版配方~
方便不好看视频的宝宝们~
再发一份图文版的
看好多人已经实践了，
发现这个面包很容易做成熊宝宝，
一定要注意耳朵的形状→三角形△
还有眼睛的大小和位置~...展开全文c",6月15日 07:45
36,490,655,777,"猫宁ing~~
柴犬面包配方整理好了~

视频做了好多天，
大家久等啦~
此配方可以做12个柴犬包，
操作蛮简单的，...展开全文c",6月13日 08:36
37,428,1001,681,"心形夹心蛋糕的做法整理好了~
被问过最多次的一款生日蛋糕，
切开有惊喜系列
分享给大家~

蛋糕分三部分制作，
巧克力海绵蛋糕＋草莓慕斯＋巧克力甘纳许，...展开全文c",6月9日 08:05
38,327,40,393,早安~同一角度•早餐桌,6月8日 08:20
39,240,43,250,早呀最近的每天一杯思慕雪~,6月7日 08:10
40,533,66,461,"餐具•收纳~

新买了一个柜子，
没收到的时候就开始各种设计，
安装好之后，
和预想的一样，
几百件餐具收纳的刚刚好~...展开全文c",6月6日 08:17
41,250,7,188,"周五早呀~~
我们的小菜园又丰收啦
无农药、无激素和化肥的天然绿色有机蔬菜~
往年都是自己吃，今年种的有点多
欢迎大家预定~想吃的可以找@慧绘的美丽生活
时光在不停地流动，
植物在肆意地生长🌱...展开全文c",6月2日 07:52
42,571,212,1572,"今天和柴犬宝宝一起过六一，儿童节快乐呀~
小柴内心os：主人你只要不吃我，怎样都好
姐费了九牛二虎之力亲手做的面包，还不能咬一口看看组织吗，剩下的几只还能组团一起打王者农药，你们玩吧
#不可辜负的美食#
@鲜城",6月1日 08:11
43,1179,7297,6584,"青蛙挤挤小面包的做法~~
赶在六一儿童节之前整理出来了~
今天争取把大家一直想要的心形夹心蛋糕配方也写出来，
放假休息的可还好
节后上班第一天，
收心啦，
精神点~~...展开全文c",5月31日 08:20
,data_comment,data_relay,data_support,data_text,data_time
0,20624,47214,108563,"置顶 【牛肉面】它被很多人叫错为兰州拉面。牛肉面是我的人生菜单，代表着我在西北最好的一段时光。这是我爸做的家常版，也是我心目中最好的版本。希望能被看完
#一日一食一记# L日食记的秒拍视频",6月14日 21:44
1,1759,370,3911,"诚招铲屎官，来跟我们一起吃饭拍片撸猫吧
投简历请戳️O网页链接 @BOSS直聘 #再短也能戳中你#",8月2日 14:00
2,7866,17077,37394,"【手抓饼】有多好吃？在学校门口买手抓饼，回寝室前必须吃完，要不就得给每个室友都带一个，不然就等着被围攻吧
#一日一食一记# L日食记的秒拍视频
N【日食记x永璞】新品 | 冷萃咖啡液2袋 原创CO...",7月31日 21:09
3,237,650,3453,恭喜@暴雨中de梧桐 等3名用户获得【现金233】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月31日 14:22
4,203,876,3960,夏天正需要这个,7月28日 23:26
5,1153,2800,7651,【芝士火鸡面】每次做这个都恨不得自己独吞，最后三张gif是拉丝三连击，别说我没提醒你 #一日一食一记#,7月28日 20:59
6,233,207,1707,恭喜@青争青争早日瘦下来变成静静 等3名用户获得【不粘锅】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台,7月28日 14:20
7,1455,4334,9034,这次视频是我手机拍的，用的VUE app ，其实它刚出我就开始用了，下载戳→O网页链接，加上我的同款贴纸并@日食记 来交作业吧！转发的粉丝中抽三位233元，下周一@微博抽奖平台 开奖,7月27日 21:00
8,4282,12181,16485,"【芝士火鸡面】泡面+芝士+泡菜，这个组合光是看着就知道有多好吃，恨不得整盘独吞。没惊动任何人自己在公司做了一份，所以视频也是我用手机拍的，全是特写，馋不死你
#一日一食一记# L姜老刀的秒拍视频",7月27日 20:37
9,1433,4834,8862,"【夏日宵夜合集】夏天不吃宵夜还怎么活？整理了之前做过的几种，晚上也不给你肚子放假 #一日一食一记#
【花甲粉】L日食记的秒拍视频
【盐酥鸡x花枝丸】O网页链接
【螺蛳粉】L日食记的秒拍视频
【冒菜】O网页链接
【酸辣粉】O网页链接",7月26日 22:24
10,1497,8013,6603,这是我朋友的外甥女，家里特别着急，帮扩，希望姑娘平安,7月26日 20:02
